Gene,Coefficient_of_Variation
251,304.75793073515985
252,-1828.5281380156964
253,-3943.354292594452
254,3294.852294890903
255,2229.3673570522924
256,-798.0452547237501
257,1961.221186319041
258,440.47514509391925
259,714.6924743263137
260,730.0003736591691
261,721.8122956198425
262,47970.36564315842
263,1410.3691769510506
264,-2468.65313677192
265,-1592.248375592573
266,429.2480607072318
267,352.6332767652335
268,360.34944884204344
269,416.8362896091339
270,1176.058988890881
271,970.2663388577577
272,1979.8721822426266
273,57859.45539375221
274,8589.648190723343
275,674.83910584562
276,492.70236709080876
277,897.6745076504601
278,1844.0109316378703
279,965.331247508341
280,363.87697510077135
281,280.9652291578872
282,330.7322258598722
283,446.0613489476152
284,494.37692996875694
285,697.4786141442456
286,490.6269723722768
287,2843.6726722496446
288,1136.6420478883117
289,1089.382856838536
290,2799.22264615337
291,893.119056816081
292,748.3524802179585
293,470.59505963628385
294,786.2456728783641
295,507.8515758964384
296,481.82089118064016
297,1062.4765768497184
298,3771.4837443835045
299,-2557.877418023247
300,280.78700057947475
301,346.13039301186177
302,195.41492742337488
303,347.869407983087
304,221.53824284459097
305,315.26785222511273
306,408.41763277943846
307,264.4261297302413
308,297.8470583547991
309,392.58978645871923
310,439.3185870889141
311,393.87939628350006
312,294.32137358332454
313,566.3625716316865
314,2132.1470701225176
315,723.2763489742855
316,380.572301987166
317,320.7289058497701
318,415.80566865947804
319,504.1306855614527
320,577.4316333319749
321,628.4727000701384
322,-1374.2259876368048
323,-1941.12641506401
324,2413.3292328464236
325,817.8053853261689
326,637.3317961812861
327,1528.6375197104992
328,829.4610378404703
329,793.9685293769683
330,157936.15390701205
331,2379.1900562097167
332,634.464248112446
333,676.2363227709519
334,272.5128386584194
335,1313.1021983771516
336,429.5861848263958
337,282.5713118684142
338,-965.4374122819029
339,-4120.151522032965
340,-694.2704184450799
341,-498.9563388185493
342,-667.8886768554399
343,-1201.3811098732826
344,-3600.641452485605
345,781.7058915882207
346,774.1028757066267
347,741.3189296974787
348,998.1620914232806
349,312.9791728962593
350,580.3805846122626
351,917.1673073583823
352,605.365449978408
353,1245.1938576791872
354,586.2131527015698
355,441.27920687282085
356,1008.1063772848722
357,-16473.93186335152
358,-3446.278617709032
359,8036.645995818712
360,424.2909945705982
361,1065.2283484484701
362,4022.7410456706016
363,-631.9959423257387
364,-17788.959373493308
365,2276.828713119186
366,-9082.473564078844
367,-1712.234219673457
368,-3707.395016950661
369,2087.8559133066565
370,-819.6170686908384
371,2537.4835728534435
372,-9755.815937633413
373,33113.7340784061
374,29620.698762440225
375,-1264.5066001744667
376,-2654.085505610554
377,432.6279451674291
378,358.5823556990142
379,612.7604849575018
380,540.7233313346317
381,4030.1348332819925
382,453.7563437201159
383,824.8809440630588
384,-682.6312891474262
385,3405.2983299184257
386,-18243.051364202296
387,-4584.883237479444
388,997.5610674920842
389,1257.2526427039904
390,366.1882903825377
391,562.0742702318826
392,2020.8449835200504
393,406.8858339808184
394,666.0236467711368
395,1987.8009471560108
396,7785.8451445802875
397,-2589.4581343076657
398,630.9122577864233
399,-2482.766907904719
400,2511.8586154317677
401,-11584.453987717692
402,-570.7872945074438
403,-540.4649738553718
404,-788.1328497295556
405,-554.9267681941114
406,-495.1152986728568
407,-588.7844768712716
408,-761.5842149429423
409,-12402.794927271754
410,-705.5218063172315
411,1015.7479446677577
412,439.1460382062055
413,391.0121874536486
414,765.5316588231824
415,443.4111696776011
416,252.13345526371538
417,443.3932877490501
418,-1949.442681974401
419,367.16595894594315
420,369.2862982023814
421,990.0384862573216
422,1042.048614013558
423,586.0538400490574
424,1687.544286338984
425,-3115.3445485937737
426,9770.843243802927
427,13303.952844561769
428,1385.637466012999
429,-2102.7843885817033
430,-4315.906834645239
431,-3108.140893304758
432,627.8916690606577
433,3052.508586677967
434,961.7586219357742
435,718.4021847678464
436,1513.0651198466192
437,629.9598687388113
438,975.3184779394486
439,3395.2441497345285
440,-385584.7910342712
441,1227.3853493507727
442,30094.52799737214
443,1490.4860406084897
444,713.9199935985059
445,535.2735195950461
446,5087.596372122109
447,375.2876038346783
448,543.1784969905093
449,1120.476170142346
450,405919.4026583822
451,-845.9989868281671
452,-1497.0747964309696
453,367.7373336171049
454,638.7488106977821
455,521.2944970531142
456,1255.097806948709
457,512.6936691915641
458,677.4257584974056
459,-431.9002157830587
460,-315.1201396187496
461,-701.1677641197892
462,8423.754291504269
463,3193.51842455966
464,1452.304635958214
465,-2177.337984526981
466,2312.2126518819928
467,-2848.5504963301405
468,-778.5668192313744
469,-6007.691370474568
470,-1434.1991658648246
471,-1745.5554669675057
472,-2720.2345617361893
473,978.7346425764364
474,-2064.6598555236155
475,1812.6189305174448
476,1301.95038594264
477,686.1824454972211
478,-1182.5075405513207
479,-2978.4382134808116
480,-4603.448661913728
481,-9463.2046785675
482,6467.556868546772
483,1293.1198642460145
484,-2365.1726440348466
485,1349.8827545438633
486,848.4848661452431
487,373.3979923289108
488,-1617.3821377034556
489,6125.272898372731
490,-1180.9575370323457
491,-2979.44989072261
492,-1395.0858777847109
493,1961.3564653177598
494,-655.2045512935779
495,-2628.121661637061
496,-977.4873820196241
497,-1352.4361154526832
498,-869.0494186666415
499,-1763.8969481573902
500,1341.5334250066803
501,7581.2805453191795
502,1658.769433943555
503,8746.704363424175
504,-1509.6323059845242
505,-572.9583965524655
506,-344.99178027162077
507,-333.44841622334195
508,-268.60850110866045
509,-242.94713793866114
510,-510.08696178381047
511,-2275.823613565705
512,-1557.173585699681
513,-2358.154895092022
514,-2966.022406955621
515,970.651987689169
516,-1770.1079231463516
517,-1243.2534499108012
518,-1397.6997293549618
519,630.2324296367676
520,-412.78860894759885
521,2521.5600928067834
522,694.0931922947703
523,879.3434266221203
524,703.2579880365547
525,-8653.160748150547
526,-1141.3081012025907
527,-1419.9743919947216
528,-13488.567455650647
529,-927.8905474785754
530,1093.0184662106515
531,-2757.161338891299
532,-2548.028635219482
533,1144.6584175668027
534,520.1810648589853
535,566.3926761249033
536,347.51729742155914
537,466.6827850920103
538,965.5315978725737
539,-1546.7836147833025
540,-830.4862476049515
541,-2116.660693080159
542,785.0228341004049
543,3559.9009252305955
544,-793.4975972110254
545,-593.9083242662302
546,-2784.765004274554
547,-4562.279664024236
548,-1608.587808340862
549,-11578.612200020189
550,3221.6536340722664
551,351.453415663287
552,386.28272231439416
553,13299.590912556605
554,1692.7947979697788
555,1167.579166209651
556,-806.4234935207335
557,1366.6978022629908
558,509.29501954529826
559,1441.935424151828
560,-775.7210770783421
561,-5967.248576489942
562,-417.51456577075305
563,-764.4173017616093
564,-1098.587855586574
565,-692.6564686713563
566,-412.3478902428526
567,4626.43574701742
568,-531.2600922891924
569,-1787.7387416261222
570,2049.06081709029
571,2372.65509240176
572,-718.3425770783657
573,758.2588923416207
574,1084.8861861638102
575,879.4510464425091
576,-772.1757645446681
577,-294.71598649429967
578,-384.30283785163687
579,2627.8091853774504
580,1819.298816590274
581,3619.1237553231617
582,6408.377209679411
583,-405449.6250603139
584,-1171.3835690825983
585,825.9544850995453
586,146901.89780300812
587,-859.0784611556188
588,-48466.341945090695
589,-2288.3053733535558
590,-755.1458014224113
591,605.5788133034347
592,2000.2515650640512
593,505.61949428951635
594,529.0276829157208
595,2864.4515352593503
596,1379.6108540852526
597,1175.0358548095048
598,903.4400846077368
599,687.1468805876028
600,5407.578604559989
601,-1927.228368964653
602,747.8802383617102
603,1455.8195315226712
604,9276.989140047222
605,2810.343772669436
606,636.7204580775253
607,-3485.291675673087
608,-902.8617002819785
609,-562.7363673090875
610,-698.4473704291979
611,1195.3252167073633
612,-476.9609279132671
613,20218.015124962727
614,-10412.105577394024
615,756.8862692201689
616,383.0814303608591
617,-367.41433514801145
618,-851.3730724770985
619,-6883.192047068819
620,-2907.934875662236
621,2745.6784271584334
622,1104.097125370127
623,1433.0086442795102
624,865.8354789513018
625,-17104.70821022042
626,1864.6186381652108
627,10704.111826079139
628,476.4764701888596
629,341.26332087868184
630,369.81026943926764
631,398.20520164177077
632,145.72603378626934
633,291.1054775103501
634,252.40443210030574
635,394.12216949999623
636,268.967027520015
637,280.0171354552113
638,317.68992048643565
639,274.9163820388453
640,303.84351203754954
641,403.5143817578859
642,1723.0635783324221
643,-799.8621324764498
644,-541.4885446112878
645,-1517.4785768030538
646,-1405.5281013781619
647,-1523.9528087278948
648,825.154962792961
649,12229.737628473371
650,532.8565904454471
651,691.0849843659042
652,8610.613019155864
653,-56775.83032498007
654,1076.4053352352294
655,803.2003981265802
656,260.5858720906987
657,366.5485222031008
658,318.3029732349621
659,694.6664015789389
660,-3317.9421062989095
661,4335.70468364273
662,918.9479666523756
663,905.1949772653618
664,351.5020342717805
665,-1010.403251057991
666,438.81621012367333
667,-1134.5743799976583
668,-764.6109213914691
669,-488.3393982787728
670,-669.9658359601734
671,-434.7200381024008
672,-527.1351218355105
673,-972.9169542421072
674,-1967.326149992221
675,903.582670971367
676,1817.5329643169923
677,792.3977065654597
678,-471.2832507972105
679,-1108.5861965189956
680,4101.278440472323
681,-7296.7642730202115
682,-836.7935939494042
683,2033.3260929136973
684,955.9392996411109
685,531.441518308863
686,699.0716797894354
687,-693.6145572931855
688,-1356.1958253185746
689,1282.9065311883699
690,801.0911998552808
691,554.442636976496
692,3402.4483985157376
693,641.6329230901522
694,5139.792126956141
695,7477.820079147045
696,532.8955330404935
697,401.38281131634005
698,208.67079076650933
699,253.79187061283767
700,327.9340327848571
701,324.1622043711798
702,503.69005383938344
703,426.83422820684365
704,501.4781123718159
705,536.5770923159527
706,277.14415271797606
707,417.32575421657845
708,446.6769670059862
709,317.6750100043861
710,497.5307571029042
711,471.64105398906065
712,249.06960768769713
713,637.9007651549285
714,491.266371361324
715,986.8932506423713
716,1808.0745856395613
717,582.321227728645
718,1021.2641755592157
719,295.2261388646624
720,494.22112136132046
721,627.7580822471507
722,353.64912570542447
723,7033.398154742751
724,547.4201231067726
725,443.34895284897254
726,-632.119571680974
727,-734.659474846252
728,-1009.630808843003
729,-717.0160707266327
730,671.1936255693723
731,-1676.455356165615
732,7163.479170006049
733,-11902.456761196803
734,1326.057992479651
735,7376.254164164993
736,-1844.2055776581433
737,894.4695960346518
738,1162.0412392499484
739,824.5341991847619
740,381.62069331703435
741,1042.2502159588878
742,275.6924981127071
743,232.4217770837944
744,305.87688734466354
745,509.040210695213
746,749.595755993324
747,436.6002961959836
748,2393.1721858579244
749,778.9231412387951
750,547.0805802097063
751,733.6637675674738
752,901.0975789209002
753,686.6241181294203
754,410.006369312802
755,498.0592803980078
756,465.07819095708004
757,484.05665382478657
758,736.624396444307
759,593.5414253749369
760,574.5187435981162
761,3487.6538886134213
762,623.4570572602295
763,328.05210581330306
764,251.4994096192611
765,265.2521649858864
766,949.9041834739327
767,650.4981754196335
768,298.89468047508126
769,791.7031276930459
770,362.4597692762292
771,321.37876114145934
772,299.9212846148656
773,281.75564518101334
774,374.4875655807211
775,581.1015857105876
776,312.84136839304506
777,611.8286235102065
778,675.4371461394508
779,542.3376657476301
780,-1860.9469794896918
781,487.27406837787026
782,2325.426148940324
783,1045.0111390360116
784,314.7182574769991
785,339.1516288449437
786,313.455796150332
787,246.13678647712482
788,289.9356431132886
789,368.30634404273445
790,352.2824775166586
791,4261.093871434766
792,1691.9298409665068
793,436.3376644931255
794,544.9506582241157
795,597.5138288562878
796,315.83863464993226
797,342.4611054263083
798,542.1366175233213
799,716.4474717856873
800,402.42412003803275
801,1229.6471591907411
802,288.5936014220765
803,706.2623186185597
804,537.2255752255971
805,573.2515529048306
806,520.3468399491452
807,6396.85403448144
808,882.3192395524588
809,798.9722844909048
810,515.0521852315786
811,462.4959582129078
812,475.04776123394896
813,399.8944665717744
814,927.2677137287756
815,955.7203289923939
816,4572.679654842054
817,2541.0239484466706
818,-1012.5830092421338
819,1528.440714441889
820,10591.074389158177
821,2200.12861470251
822,-723.5766439287027
823,-4198.356753564353
824,-4011.946885621885
825,-906.948074744928
826,-889.2376452577734
827,-8722.254104277197
828,-546.1567035098827
829,823.2620607922527
830,652.7399491959203
831,620.6732129520626
832,967.3074634202127
833,1488.830859737729
834,-636.7731012489236
835,-737.8552511448753
836,-634.4028250335257
837,-9284.091800805689
838,-1282.539485979871
839,-1497.8526663958899
840,-6747.231241010573
841,-1675.4248034647478
842,832.4754730679505
843,582.978146368307
844,741.0773516503066
845,11345.497927915016
846,728.9086971582711
847,6821.393833740943
848,584.7455263981149
849,481.1802861915825
850,266.2894327290498
851,258.8080492180262
852,1088.1055322476557
853,668.2131319311558
854,3099.136023798773
855,7999.956189403005
856,-815.5641143504338
857,-538.7101861201053
858,-450.4896391171809
859,1169.0101006341285
860,-672.888048156661
861,669.9869238450069
862,929.0826671383094
863,667.3222344360187
864,4794.090912773291
865,-17803.31361090867
866,2642.6517604739915
867,11330.564573241129
868,-497.2737675132471
869,-1354.6183007551394
870,-2533.9704914645104
871,2.2382187865442324e+19
872,2707.4369898048285
873,-3797.7069561776348
874,-1771.0107754236467
875,-1115.3025447130885
876,4374.846060771597
877,-362.60458270412107
878,-694.8759390406096
879,-615.9268418361261
880,-813.2475471508317
881,2392.198961837388
882,-6016.77667707629
883,-479.02749059924696
884,-364.82048725365013
885,1068.6653747520033
886,4463.334084367542
887,1812.870175104982
888,2693.3345220112624
889,22381.812993692285
890,368.3721615150759
891,635.7664362539826
892,1332.4573123609237
893,410.4731871666825
894,-2217.532738402439
895,-1374.501640993147
896,792.4609861270319
897,-788.6875225197447
898,1226.9377414179698
899,-675.8122211778954
900,-1095.3029361021745
901,-5335.044007597705
902,680.0303283170326
903,2420.425973472149
904,4362.351031521187
905,-1086.5527879128915
906,-1532.8722792575154
907,4077.0590144293183
908,1519.4172417722266
909,-1306.076204219856
910,-869.4095987347298
911,-1542.597215453311
912,3157.6672417276527
913,-1255.387352126853
914,2981.1780255048643
915,-1571.6860937281451
916,1860.4245135830336
917,407.082901610816
918,4114.857957564147
919,2654.2142449012117
920,-481.81595773657654
921,1455.5837407313463
922,-1401.8181372331298
923,15248.907943514638
924,-2869.0252265734543
925,1208.4507091423352
926,1674.1130148717425
927,399.572911291186
928,14361.269586632712
929,2951.856472231172
930,-709.0014773938059
931,-246.79966279324717
932,-341.8357202895281
933,-503.13709950914574
934,-1216.017614279989
935,892.2084920386437
936,-757.8911709541744
937,-927.7747544390049
938,-1271.2781500380427
939,-439.4055043717095
940,1020.0972676404695
941,-6673.2178098350605
942,-2374.3429449819005
943,-5489.7443933322
944,1286.3945453017016
945,1680.371999058153
946,741.2741898947784
947,1219.9887126536169
948,1506.2163505854978
949,506.1449951146284
950,-1874.6716034198855
951,-1226.5048869907444
952,-503.9325179463729
953,1716.662187427667
954,1080.7646495345557
955,-3888.6982646572606
956,-1915.906071068623
957,-1337.9606387068397
958,-1332.8344336737036
959,-325.0500266818275
960,-420.62828089342526
961,-448.426101959501
962,-557.1993552199442
963,-714.8139323819059
964,-412.6131651561186
965,-372.17820476233925
966,-643.3740001667592
967,-898.8332137712639
968,-792.7291451622697
969,-20384.61034921884
970,13339.873010420954
971,-3852.9876773114715
972,-1317.4153231077335
973,-994.5041917098303
974,-1221.9628763771645
975,-583.3227024790098
976,3460.657458410892
977,-2650.2743501215127
978,-455.8917235352684
979,-826.6007680895462
980,1450.215607016643
981,-1604.5443768983534
982,-1050.408126087608
983,-1887.813307346188
984,-648.9927849611055
985,-317.6387498816825
986,-567.0767626298294
987,-642.2747295234664
988,-573.0639937435681
989,-958.9334327898965
990,-495.77524431646634
991,-1071.947883312983
992,2798.670075882141
993,-279.0808356313405
994,248.11133173651942
995,419.04128835794995
996,415.61949934183133
997,517.0393406035125
998,412.7244026940865
999,490.3129873112847
1000,618.00606900708
1001,775.636744234322
1002,390.5038128417209
1003,1236.89155190661
1004,832.3967903006192
1005,458.3395955239535
1006,368.814938326108
1007,1106.3277890888896
1008,884.7092390172977
1009,1499.5378714367591
1010,-9948.604243812299
1011,-4962.509036205126
1012,684.2215131199996
1013,1217.1579691580382
1014,-1492.8403218439123
1015,-507.88549009110267
1016,-359.3417686339875
1017,837.7720862106561
1018,1134.2294967398373
1019,-1101.2439787563019
1020,-2788.3859740162598
1021,789.8412693505137
1022,905.0101742496244
1023,-794.7323622271722
1024,-469.713693094303
1025,-591.6077026752222
1026,-993.6469338775403
1027,2248.410418868602
1028,2450.7381609339286
1029,905.3305242664818
1030,6371.162336531108
1031,-491.69665350906735
1032,-332.5914272670497
1033,-253.22292265578375
1034,-313.4205905561842
1035,-740.6553440195272
1036,2988.715327444926
1037,-5847.289493643125
1038,727.3789526989145
1039,1681.0743676029826
1040,-462.7441096167742
1041,22334.645639305203
1042,6312.01846300053
1043,-6757.020587700019
1044,566.4184076416492
1045,-1757.1159104194248
1046,948.4137746758943
1047,1421.6884638932452
1048,904.9138955286871
1049,559.9187363775872
1050,3102.4004763180455
1051,-1274.5724367930104
1052,900.3754120858648
1053,675.4241474710824
1054,874.3472211411067
1055,514.3782888671362
1056,436.8056047282795
1057,559.9224125299049
1058,1429.1189426989454
1059,-31067.695041854506
1060,720.7647316721703
1061,2360.64140074313
1062,945.3341398807787
1063,838.6259317100961
1064,2710.9084020319115
1065,-1568.3883658331983
1066,8579.374188182936
1067,376.03401399518077
1068,644.9616939437853
1069,416.4172439128116
1070,471.3228223675351
1071,380.8784711726942
1072,747.2047166493389
1073,4063.0937986763356
1074,1664.1367265482882
1075,363.8935020123649
1076,363.7699762434533
1077,437.5507325040404
1078,404.59255104910295
1079,632.6105548057594
1080,-3542.5450173975887
1081,3207.212715694709
1082,38919.36426205384
1083,1271.4401211754653
1084,526.6065621532302
1085,-1281.5819110234354
1086,-114304.1696074755
1087,701.4958060260303
1088,652.0805006958624
1089,1732.643171676127
1090,-1562.201973575776
1091,1541.4803327196933
1092,-381.57797057985226
1093,-309.2737412873499
1094,-1719.3746752672243
1095,3347.7970312779753
1096,-502.35036211927957
1097,971.7378521092561
1098,-248.2534597274863
1099,-905.827056398165
1100,-16415.232638290294
1101,782.4238050487215
1102,-6175.254317826146
1103,7016.72108749323
1104,92067.92195619801
1105,-1393.786038403372
1106,-1719.3104674064348
1107,2569.5208710539177
1108,14041.107623232483
1109,5878.811626201636
1110,674.3887472703705
1111,562.0454618852546
1112,366.1632015235817
1113,375.48511577816834
1114,889.5759484060612
1115,1613.1646337400537
1116,6638.2100150799915
1117,4364.3309000502195
1118,-2659.2166507683696
1119,-762.9867185190756
1120,1318.424467994658
1121,1791.6493163360037
1122,757.4373028114669
1123,468.60100601061873
1124,622.4044645014176
1125,660.6269419266467
1126,823.2163106009306
1127,-448.9282043216197
1128,-1232.378218442405
1129,3410.516600516914
1130,834.6499774014402
1131,2390.8476470925166
1132,1124.4040323702277
1133,661.0947252875513
1134,389.23435233981405
1135,-4125.80934112022
1136,-484.8746763061059
1137,1301.4072394149814
1138,-1347.290859048294
1139,-7089.985032886471
1140,-31409.82820220949
1141,431.48116111452
1142,476.5988440134598
1143,1189.1862342404463
1144,-19073.39735485523
1145,5416.96295485957
1146,1011.5454163174952
1147,-790.8601471596379
1148,-3344.6047907116863
1149,-4021.9858974859912
1150,815.0351566103515
1151,474.3799431364576
1152,1067.2583165236283
1153,900.5540498767509
1154,445.0611728116837
1155,1813.8145100652046
1156,2172.1474218525673
1157,-1024.1404826423973
1158,912.2279774942556
1159,-1349.2382372970012
1160,-636.911336204064
1161,-578.0302977757601
1162,1972.8326926112845
1163,-34008.8844808652
1164,814.0706825197476
1165,821.4305728518159
1166,1544.1024228062365
1167,-3167.4989420277193
1168,-2691.067638257699
1169,-6702.261615994327
1170,344.26746464019874
1171,527.5649914438942
1172,650.5307838079445
1173,429.3652693352796
1174,473.8293363648242
1175,700.8056106554966
1176,1203.6595866201326
1177,656.3008217820063
1178,1225.0479578547736
1179,-1292.0656175478798
1180,802.9566512932632
1181,384.23533600881035
1182,-2893.0008647635354
1183,-1238.4080926196368
1184,-1391.6933382918555
1185,8857.495549966505
1186,444.70258967487604
1187,508.2911151609654
1188,597.4258914531148
1189,906.5004698194444
1190,1338.1551696253248
1191,464.09859969756207
1192,1283.6277366978788
1193,-745.2162862677613
1194,-1787.8398425275893
1195,345.12157863662355
1196,495.7587507856387
1197,1618.483182528758
1198,-1918.703627742208
1199,3336.357003315335
1200,1214.5653663226778
1201,1566.8266224962813
1202,-4605.008559167821
1203,-1142.4690984505237
1204,-2246.172806775043
1205,293.2531452406521
1206,-1711.8864990135535
1207,1619.010815362055
1208,909.0529133995369
1209,541.9126551764035
1210,2210.1838426352583
1211,1329.699342742885
1212,197.71826142289746
1213,218.98648987561552
1214,468.78163811845656
1215,341.65497214654914
1216,458.45472270146576
1217,444.2030231235116
1218,728.3013436564098
1219,402.9747580411353
1220,270.7773431950859
1221,5196.215847490362
1222,390.3598750929932
1223,257.7837831047776
1224,504.9915520123878
1225,232.57127896517974
1226,366.1107908920258
1227,439.6369748583628
1228,367.537458012331
1229,280.4692447319645
1230,281.73067902033085
1231,1319.4618530547295
1232,-3420.781899394492
1233,-2257.1622765943275
1234,-1195.8397376279684
1235,987.3505084416843
1236,792.5355646457117
1237,2214.444600895834
1238,309.52255133412285
1239,589.4772171815164
1240,306.5489364341782
1241,794.8143264958262
1242,451.636564671105
1243,854.6947920715681
1244,1407.0431194332896
1245,-2966.941969994027
1246,531.6044636832918
1247,649.1214632290821
1248,1135.8774965086823
1249,-908.8064092648672
1250,-1141.433739496694
1251,-1756.324833229736
1252,-6743.499999537866
1253,1708.2972859700344
1254,2257.200293202023
1255,329.24870051394794
1256,392.33750711108956
1257,-2949.04618215333
1258,926.5774929226457
1259,894.0208527094685
1260,1330.4913876513635
1261,727.4081346663838
1262,423.3230841423959
1263,-1688.4458666017229
1264,444.96682482904015
1265,248.98703137864845
1266,476.9859183597434
1267,582.7406725155147
1268,416.93687320308044
1269,299.23630937548575
1270,6328.809531234502
1271,-4072.134662408471
1272,638.3603054876023
1273,450.7424598135076
1274,611.2239319529696
1275,214.2910881196733
1276,232.338975767539
1277,264.1712804708761
1278,187.50324265942305
1279,182.18317124179237
1280,183.41466426193736
1281,187.80878399358784
1282,6630.790256920075
1283,643.122043433
1284,293.68447064527857
1285,523.2487960733908
1286,305.5393050708526
1287,480.6852871889153
1288,534.4407758293137
1289,1428.7720872416749
1290,409.9812073083388
1291,2003.637341460089
1292,263.7038862831098
1293,209.74673479365165
1294,-1398.1933860857264
1295,-1219.3766781466577
1296,-1652.3261839545532
1297,744.7149684686253
1298,476.4425098103847
1299,404.3699630622865
1300,220.50292236691473
1301,327.7017898444286
