first_gene,second_gene
167,323
167,384
167,672
167,832
167,1736
167,1803
167,1995
167,2001
167,2165
167,2474
167,2720
167,2802
167,2955
167,3415
167,3887
167,4127
167,4162
167,4290
167,4694
167,5060
167,5939
168,167
168,1015
168,1187
168,1472
168,1736
168,2165
168,4000
168,4127
168,5060
168,6595
169,143
169,558
169,605
169,1997
170,91
170,148
170,199
170,228
170,232
170,240
170,283
170,287
170,305
170,321
170,384
170,437
170,440
170,503
170,584
170,648
170,804
170,877
170,1080
170,1134
170,1216
170,1244
170,1305
170,1380
170,1444
170,1447
170,1551
170,1571
170,1618
170,1620
170,1826
170,1896
170,1905
170,1955
170,1995
170,2184
170,2210
170,2347
170,2382
170,2625
170,3055
170,3062
170,3136
170,3370
170,3382
170,3460
170,3506
170,3664
170,3886
170,4086
170,4162
170,4201
170,4229
170,4327
170,4367
170,4405
170,4502
170,4534
170,4545
170,4974
170,5253
170,5300
170,5313
170,5500
170,5568
170,5599
170,6280
172,705
172,759
172,1744
172,1828
172,4372
172,4893
173,448
173,2603
175,2047
181,71
181,497
181,538
181,558
181,672
181,684
181,992
181,1509
181,1916
181,2255
181,2602
181,2955
181,3125
181,3299
181,3335
181,3783
181,3804
181,3867
181,3938
181,3974
181,4242
181,4531
181,6515
181,6595
181,6597
181,6649
190,575
190,585
190,997
190,999
190,1358
190,2742
190,3207
190,4691
190,6581
190,6852
194,402
194,634
194,992
194,1245
194,1995
194,2165
194,2255
194,2474
194,2955
194,3354
194,3415
194,3768
194,3783
194,3974
194,4000
194,4127
194,4290
194,4519
194,4531
194,4722
194,4978
194,5331
194,6515
194,6595
194,6597
195,723
195,1086
195,3136
195,5771
197,762
197,1347
197,1503
197,1515
197,2613
197,2976
197,3464
197,3775
197,4520
197,6657
197,6681
197,6710
199,64
199,170
199,228
199,348
199,437
199,558
199,584
199,877
199,1080
199,1134
199,1216
199,1444
199,1550
199,1583
199,1620
199,1896
199,1905
199,1933
199,1995
199,2083
199,2347
199,2382
199,2484
199,2556
199,2625
199,3055
199,3136
199,3181
199,3354
199,3415
199,3506
199,3560
199,3887
199,4242
199,4327
199,4329
199,4502
199,4534
199,4545
199,4722
199,5253
199,6280
199,6887
200,3765
201,165
201,283
201,2474
201,4290
202,1429
205,360
205,625
205,626
205,1009
205,1955
205,3062
205,5978
205,6022
208,3613
209,233
209,307
209,570
209,1196
209,1317
209,1472
209,1800
209,2268
209,3804
209,4000
209,4648
209,5435
209,5449
213,5126
214,42
214,45
214,342
214,1801
214,2290
214,3970
214,4513
214,5941
214,6573
214,7036
217,702
219,154
219,331
219,1153
219,1276
219,1419
219,2130
219,4830
225,567
225,811
225,1027
225,1549
225,2520
225,2726
226,1474
227,162
227,639
227,1429
227,1933
227,2001
227,2305
227,2720
227,3692
227,4129
227,4133
227,4152
227,4271
227,4537
227,4544
227,5408
227,6376
227,6955
228,64
228,91
228,148
228,170
228,199
228,321
228,437
228,518
228,537
228,584
228,607
228,626
228,696
228,716
228,877
228,1009
228,1054
228,1077
228,1080
228,1134
228,1216
228,1244
228,1305
228,1380
228,1447
228,1551
228,1571
228,1603
228,1618
228,1620
228,1826
228,1896
228,1905
228,1954
228,2083
228,2183
228,2195
228,2347
228,2427
228,2496
228,2625
228,2712
228,2908
228,3013
228,3055
228,3062
228,3136
228,3382
228,3506
228,3659
228,3772
228,3777
228,4086
228,4152
228,4166
228,4176
228,4229
228,4327
228,4367
228,4388
228,4437
228,4471
228,4534
228,4545
228,4581
228,4763
228,4974
228,5253
228,5262
228,5273
228,5300
228,5313
228,5327
228,5500
228,5568
228,5599
228,5771
228,6119
228,6280
228,6288
228,6346
228,6572
228,6622
228,6853
229,3357
231,554
231,570
231,1196
231,1432
231,3358
231,3942
231,5845
231,6524
232,170
232,2184
233,143
233,209
233,307
233,2815
234,759
234,1112
234,1156
234,1259
234,1724
234,1833
234,1952
234,2136
234,2140
234,2249
234,2287
234,2362
234,2829
234,3251
234,4048
234,4106
234,4136
234,4228
234,4365
234,4372
234,4846
234,4935
234,5832
234,6040
234,6375
234,6917
235,2644
235,4152
235,4272
235,6376
240,170
240,437
240,452
240,503
240,531
240,604
240,1777
240,1803
240,1817
240,2184
240,2347
240,2908
240,3013
240,3136
240,3460
240,3886
240,4502
240,4534
240,5599
247,6200
248,723
249,1007
251,1394
252,437
252,452
252,1244
252,2936
258,1290
258,2062
258,4106
258,4228
258,6040
260,322
260,448
260,503
269,1278
269,3942
269,5094
269,6505
269,6757
273,839
273,2065
273,4904
273,5608
274,162
274,505
274,1153
274,1927
274,3860
274,4152
274,4544
274,4763
274,5253
274,5624
274,6955
276,4086
276,4802
276,5301
276,6887
278,6181
278,6182
281,725
282,3360
282,4081
282,4248
282,5793
282,6208
282,6372
283,165
283,170
283,201
283,437
283,1086
283,1603
283,1620
283,2275
283,2347
283,2385
283,2625
283,3335
283,3506
283,3687
283,4086
283,4261
283,4290
283,4502
284,3537
284,5047
284,6337
284,6659
287,148
287,170
287,634
287,716
287,1143
287,1550
287,1620
287,1629
287,1896
287,2347
287,3335
287,3721
287,3768
287,5081
287,5599
287,6597
287,6853
287,7117
289,2136
289,2257
289,4429
290,886
290,995
291,508
291,815
291,1995
291,2556
292,670
292,757
292,2641
292,4679
292,5500
292,6224
297,534
297,798
297,2844
297,7011
305,170
305,1009
305,1080
305,1444
305,1620
305,1905
305,2183
305,2958
305,3062
305,3181
305,3659
305,4229
305,4534
305,4713
305,4974
305,5126
305,5300
305,5568
305,5599
305,6119
307,209
307,233
307,570
307,1196
307,5487
311,166
311,1151
311,1709
311,1848
311,2019
311,2996
311,4408
311,4594
311,5120
311,5406
311,5949
311,5951
311,5953
311,6103
311,6404
311,6794
311,6882
311,7126
321,170
321,228
321,437
321,648
321,804
321,832
321,1216
321,1784
321,1955
321,4162
321,4367
321,4534
321,6280
322,162
322,260
322,323
322,503
322,2001
322,2802
322,4162
322,4241
322,6267
323,167
323,322
323,383
323,1129
323,2720
323,3451
323,4127
323,4162
323,5939
324,387
324,798
324,973
324,1007
324,1083
324,1358
324,1510
324,1899
324,4487
324,4887
324,6136
324,6635
325,1739
329,4000
329,4396
330,4849
331,154
331,219
331,351
331,793
331,1018
331,1061
331,1153
331,1245
331,1276
331,1419
331,2353
331,2451
331,3860
331,3953
331,4884
331,5230
331,5797
331,5997
331,6256
331,6393
331,6731
331,6955
336,1542
336,2911
336,2941
336,4545
337,6299
340,477
340,2936
340,3055
342,42
342,45
342,214
342,1801
342,2290
342,3011
342,3058
342,3970
342,4513
342,5941
342,6057
342,6241
342,6573
343,3627
346,66
346,367
346,585
346,798
346,930
346,973
346,990
346,997
346,999
346,1070
346,1358
346,1396
346,2372
346,2505
346,2887
346,3156
346,3666
346,4636
346,4691
346,4866
346,4869
346,4979
346,5079
346,5384
346,5565
346,6374
346,6835
348,199
348,1018
348,2803
349,918
349,997
349,1658
349,1833
349,2425
351,154
351,331
351,4830
351,6256
352,558
352,1245
352,5822
352,6664
360,205
360,584
360,625
360,2032
360,3062
360,6022
360,6572
361,1331
361,6786
361,7054
361,7096
363,706
363,2229
364,1358
367,346
367,798
367,834
367,853
367,973
367,990
367,999
367,1043
367,1070
367,1342
367,1870
367,2810
367,2887
367,3141
367,3243
367,3363
367,3364
367,3516
367,4439
367,4494
367,4541
367,4691
367,4869
367,4887
367,5008
367,5096
367,5384
367,5565
367,6106
367,6211
367,6261
367,6374
367,6550
367,6560
367,6588
367,6635
367,6708
367,6766
367,6786
367,6834
367,6852
367,6985
370,452
370,2099
370,2586
370,4723
370,6376
371,4711
371,5770
371,6590
371,6622
373,558
373,580
373,684
373,743
373,3348
374,1824
374,2184
377,380
377,798
377,910
377,918
377,1658
377,2329
377,2848
377,3666
377,4089
377,4438
377,4887
377,4903
377,5995
377,6425
377,6485
377,7011
378,437
378,1077
378,2347
378,3055
378,3136
378,4534
378,5253
380,377
380,2329
383,323
384,167
384,170
384,1118
384,1187
384,1256
384,1542
384,1995
384,2184
384,2946
384,4127
384,4162
384,4360
384,4502
384,4722
384,4723
384,5060
385,162
385,793
385,2307
385,3860
385,4152
387,324
387,525
387,756
387,798
387,834
387,861
387,910
387,973
387,1358
387,2642
387,4691
395,570
395,780
395,1382
395,2618
395,3404
395,5487
395,6049
395,6361
398,798
398,6374
401,744
402,194
402,538
402,992
402,1317
402,1639
402,1648
402,1825
402,2255
402,2323
402,2474
402,2908
402,2955
402,3335
402,3354
402,3560
402,3768
402,3974
402,4000
402,4127
402,4242
402,4290
402,4531
402,4722
402,5435
402,5471
402,5654
402,6515
402,6595
402,6597
402,6893
403,619
403,1509
403,1572
404,2213
404,3692
405,1821
405,2216
405,2652
405,2782
405,3711
405,4533
405,5244
406,613
406,629
406,759
406,770
406,1092
406,1156
406,1783
406,1952
406,2136
406,2257
406,2829
406,4130
406,5975
406,6223
411,757
411,2214
411,2438
411,2641
411,4007
411,4317
411,4679
411,4924
411,6224
411,6853
414,58
414,147
414,575
414,762
414,818
414,926
414,973
414,999
414,1204
414,2613
414,3464
414,3775
414,4691
414,4773
414,5814
414,6079
414,6550
414,6657
414,6681
414,6710
414,6766
417,64
417,1618
417,3181
417,3934
419,570
419,2229
419,3180
419,3942
422,558
422,619
422,3341
422,5126
424,3318
430,798
430,910
430,5608
430,5995
434,132
434,625
434,675
434,1519
434,1958
435,677
435,6119
437,91
437,170
437,199
437,228
437,240
437,252
437,283
437,321
437,378
437,440
437,477
437,503
437,508
437,588
437,604
437,804
437,815
437,877
437,1080
437,1124
437,1244
437,1551
437,1618
437,1620
437,1826
437,1896
437,2210
437,2308
437,2347
437,2382
437,3055
437,3062
437,3136
437,3382
437,3460
437,3886
437,4086
437,4201
437,4229
437,4367
437,4423
437,4534
437,4545
437,4974
437,5253
437,5300
437,5313
437,5568
437,5599
437,5703
438,71
438,558
438,577
438,743
438,744
438,1278
438,1323
438,1624
438,3756
438,5094
439,684
439,4723
440,170
440,437
440,508
440,675
440,804
440,877
440,1124
440,1620
440,1826
440,1896
440,1905
440,2556
440,3620
440,4437
440,4511
442,1998
448,173
448,260
448,477
448,503
448,4367
452,240
452,252
452,370
452,584
452,1479
452,3136
455,884
455,5677
456,804
456,1379
456,4447
456,4640
456,5183
460,1833
462,5253
463,570
463,3819
463,4548
463,4771
463,5820
463,6140
463,6141
466,2115
466,2322
466,4130
466,5241
477,340
477,437
477,448
477,588
477,1244
477,1789
477,1975
477,2210
477,3055
477,3460
477,4367
477,4746
477,4795
477,4841
477,5300
477,5568
479,2620
485,154
485,1826
485,2034
485,2911
485,3382
485,3860
485,5703
485,6327
487,716
487,2936
487,4502
487,5126
487,5300
487,5302
488,4385
488,5664
489,1379
489,4534
491,1199
491,1542
494,806
497,181
497,558
497,634
497,684
497,711
497,743
497,1648
497,1720
497,1905
497,1997
497,2946
497,3031
497,3181
497,3265
497,3357
497,3783
497,5105
503,91
503,170
503,240
503,260
503,322
503,437
503,448
503,508
503,537
503,604
503,797
503,804
503,815
503,877
503,970
503,1080
503,1134
503,1372
503,1620
503,1824
503,1896
503,1995
503,2347
503,2720
503,2803
503,2908
503,3015
503,3039
503,3136
503,3181
503,3370
503,3460
503,4162
503,4367
503,4502
503,4534
503,4545
503,4722
503,4723
503,4795
503,4855
503,5253
505,162
505,274
505,1153
505,3986
505,4152
505,4544
505,5624
505,6548
507,2165
507,2955
507,3983
507,6515
508,291
508,437
508,440
508,503
508,604
508,797
508,804
508,1124
508,1372
508,1479
508,1784
508,1824
508,1896
508,1995
508,2184
508,2382
508,2492
508,2556
508,2803
508,2830
508,3015
508,3136
508,3181
508,4367
508,4534
508,4566
508,4795
509,6022
516,2782
516,5716
516,6359
518,228
518,1009
518,1244
518,2195
518,3659
518,5300
520,752
520,3382
520,6351
525,78
525,387
525,575
525,606
525,798
525,818
525,918
525,973
525,990
525,999
525,1062
525,1197
525,1809
525,1971
525,2742
525,3666
525,3909
525,4691
525,4762
525,5995
525,6374
525,6581
525,6635
525,7025
528,588
528,716
528,744
528,752
528,5245
528,5300
530,606
530,973
530,990
530,1866
530,3909
530,6635
531,240
531,619
531,1803
531,1927
531,2093
531,2347
531,2908
531,3013
531,3039
531,4534
531,4974
531,5253
531,5500
531,5599
531,5771
532,64
532,716
532,720
532,1134
532,2625
532,2908
532,3181
532,3506
532,3560
532,3687
532,5417
532,5599
534,297
537,228
537,503
537,1620
537,1896
537,2347
537,3055
537,3136
537,3460
537,3887
537,4152
537,4272
537,4329
537,4367
537,4534
537,5253
537,5408
537,5624
537,6119
537,6267
538,181
538,402
538,570
538,589
538,672
538,711
538,743
538,992
538,1648
538,2255
538,2474
538,2857
538,2955
538,3335
538,3697
538,4242
538,4290
538,4519
538,4920
538,5331
538,6597
539,2793
541,2793
541,3404
542,871
542,1375
542,5167
549,2198
549,5265
554,231
554,570
556,6141
558,64
558,143
558,169
558,181
558,199
558,352
558,373
558,422
558,438
558,497
558,584
558,592
558,619
558,743
558,1134
558,1224
558,1583
558,1624
558,1648
558,2083
558,2113
558,2484
558,2908
558,3125
558,3268
558,3341
558,3354
558,3610
558,3687
558,3756
558,3783
558,3854
558,4242
558,4447
558,4471
558,4502
558,4974
558,5435
558,5989
558,6093
562,5241
567,225
570,209
570,231
570,307
570,395
570,419
570,463
570,538
570,554
570,1196
570,1278
570,1382
570,1509
570,2198
570,2229
570,2618
570,2955
570,2989
570,3180
570,3404
570,3942
570,4654
570,5035
570,5094
570,5147
570,5265
570,5331
570,5477
570,5487
570,5820
570,5845
570,6524
570,6554
570,6664
570,6668
570,6757
572,4397
574,4016
574,6167
574,6787
575,190
575,414
575,525
575,3775
577,438
577,580
579,1253
579,1642
579,4096
579,4860
579,6454
580,373
580,577
580,3318
581,64
581,91
581,1444
581,1933
581,4329
581,5262
581,5408
581,6477
584,170
584,199
584,228
584,360
584,452
584,558
584,607
584,634
584,877
584,1009
584,1077
584,1080
584,1134
584,1244
584,1398
584,1444
584,1551
584,1618
584,1905
584,1954
584,2083
584,2113
584,2183
584,2195
584,2347
584,2427
584,2496
584,2712
584,2854
584,2936
584,3031
584,3055
584,3062
584,3118
584,3136
584,3382
584,3506
584,3659
584,3687
584,3777
584,4229
584,4388
584,4471
584,4502
584,4713
584,4974
584,5126
584,5300
584,5568
584,5599
584,5677
584,6242
584,6572
584,6622
584,6853
585,66
585,190
585,346
585,798
585,920
585,2610
585,6581
585,7009
588,437
588,477
588,528
588,716
588,1134
588,1380
588,1571
588,3659
588,4534
588,5245
588,5300
588,5313
588,5568
589,538
589,634
589,743
589,1550
589,1648
589,2083
589,2474
589,2908
589,3354
589,3560
589,3624
589,3659
589,3721
589,3756
589,3974
589,4388
591,64
591,91
591,677
591,971
591,4272
591,4329
591,4763
591,5253
591,5408
592,558
592,619
592,2694
592,3624
592,3756
593,619
602,2832
604,240
604,437
604,503
604,508
604,4423
605,169
605,992
605,1129
605,1489
605,3335
605,4000
605,4531
605,4722
605,4723
605,5664
606,525
606,530
606,798
606,918
606,973
606,990
606,1062
606,3632
606,3666
606,3909
606,4131
606,4636
606,4887
606,5384
606,6635
607,148
607,228
607,584
607,619
607,696
607,716
607,752
607,1134
607,1305
607,1447
607,1604
607,1618
607,1826
607,1836
607,1905
607,1954
607,2347
607,2427
607,2667
607,3055
607,3062
607,3118
607,3154
607,3280
607,3772
607,3777
607,4176
607,4229
607,4388
607,4471
607,4500
607,4676
607,4974
607,5188
607,5300
607,5327
607,5388
607,5500
607,5568
607,5599
607,6346
607,6572
607,6622
607,6853
609,3047
613,406
613,629
613,1156
613,1797
613,2256
613,2257
613,4418
613,5975
613,6223
613,6804
614,6610
619,403
619,422
619,531
619,558
619,592
619,593
619,607
619,743
619,1134
619,1244
619,3756
619,4568
619,5300
619,5500
619,5599
619,6622
621,647
621,1529
624,2625
624,3887
625,205
625,360
625,434
625,626
625,1080
625,3382
625,3407
625,4168
625,5677
626,205
626,228
626,625
626,815
626,3382
626,3696
626,3777
626,5248
626,5253
626,5568
627,2531
629,406
629,613
629,873
629,1156
629,1797
629,1881
629,1952
629,2829
629,5975
629,6223
629,6801
629,6804
630,839
631,3857
634,64
634,194
634,287
634,497
634,584
634,589
634,2083
634,2255
634,3415
634,3506
634,3610
634,3783
634,3974
634,4029
634,4519
634,5938
634,6280
634,6597
634,6853
636,2403
637,6233
639,91
639,162
639,227
639,793
639,971
639,2001
639,2318
639,4152
639,4253
639,4329
639,4544
639,5253
639,6617
643,3938
645,4000
647,621
647,782
647,1529
647,2025
647,2067
647,4546
647,4737
647,6056
647,6337
647,7011
648,170
648,321
648,1134
648,1803
648,1822
648,1995
648,2556
648,2908
648,3181
648,4162
648,4534
648,4545
648,4722
648,4723
651,58
651,762
651,2613
651,6710
651,7023
653,6224
653,6972
655,1563
657,877
657,2668
657,4157
657,4242
657,5414
667,5170
668,2112
670,292
670,757
670,1077
670,1158
670,1958
670,2334
670,2641
670,3777
670,4437
670,4643
670,4679
670,4924
670,5299
670,5327
670,5334
670,5500
670,5687
670,6572
670,6622
670,6853
672,167
672,181
672,538
672,992
672,1472
672,1648
672,1803
672,2165
672,2946
672,2955
672,3768
672,4127
672,4722
672,5993
672,6597
672,6887
673,3673
675,434
675,440
675,1945
675,4510
675,4511
675,4796
677,435
677,591
677,4500
677,4974
677,5253
680,725
684,71
684,143
684,181
684,373
684,439
684,497
684,711
684,1624
684,2454
684,3125
684,3268
684,3318
684,3348
684,3441
684,3867
684,4391
684,5265
688,3657
689,4785
690,6327
690,6421
694,6644
695,1620
695,3659
695,5126
695,5417
695,5568
696,228
696,607
696,716
696,1009
696,1134
696,1380
696,1571
696,1954
696,2347
696,2908
696,3118
696,3659
696,3721
696,3756
696,3777
696,4176
696,4193
696,4471
696,4500
696,4534
696,4974
696,5300
696,5500
696,5568
696,5771
696,6093
696,6572
696,6622
697,2045
697,2997
697,6264
699,148
699,3687
702,217
702,3727
702,4378
702,4585
702,6167
702,6322
702,6787
702,7068
705,172
705,1833
705,4106
706,363
706,2591
706,3257
707,1416
711,71
711,497
711,538
711,684
711,1187
711,1648
711,3867
716,228
716,287
716,487
716,528
716,532
716,588
716,607
716,696
716,752
716,1080
716,1134
716,1618
716,1620
716,1905
716,1954
716,2347
716,2427
716,2908
716,3055
716,3506
716,3560
716,3772
716,4086
716,4176
716,4388
716,4843
716,4974
716,5245
716,5300
716,5568
716,5599
718,1054
718,1738
718,1739
718,3037
718,4093
718,4182
718,4456
718,5970
718,6139
718,6898
720,532
720,743
720,5417
721,49
723,195
723,248
723,1777
723,2093
723,3136
725,281
725,680
725,3055
725,5327
725,5467
728,5327
743,373
743,438
743,497
743,538
743,558
743,589
743,619
743,720
743,1648
743,2198
743,3318
743,3335
743,3627
743,3706
743,3768
743,4242
743,5477
744,401
744,438
744,528
750,4106
752,520
752,528
752,607
752,716
752,2195
752,3031
752,3659
752,3756
752,4176
752,4501
752,4676
752,5300
752,5568
752,6292
756,387
756,1007
757,292
757,411
757,670
757,1077
757,1158
757,1684
757,1901
757,2009
757,2013
757,2214
757,2334
757,2360
757,2421
757,2438
757,2496
757,2641
757,2732
757,2994
757,3107
757,3280
757,3474
757,4007
757,4166
757,4317
757,4462
757,4643
757,4679
757,4972
757,5170
757,5299
757,5500
757,5687
757,6224
757,6282
757,6572
757,6724
757,6853
757,6972
759,172
759,234
759,406
759,873
759,921
759,1092
759,1156
759,1259
759,1399
759,1597
759,1673
759,1724
759,1744
759,1778
759,1828
759,1833
759,1881
759,1952
759,2042
759,2120
759,2127
759,2136
759,2140
759,2249
759,2257
759,2287
759,2401
759,2829
759,3251
759,4081
759,4106
759,4130
759,4195
759,4228
759,4365
759,4372
759,4376
759,4779
759,4846
759,5134
759,5832
759,5975
759,6004
759,6040
759,6217
759,6218
759,6223
759,6372
759,6375
759,6377
759,6521
759,6587
759,6795
759,6801
759,6804
759,6917
759,6965
762,58
762,147
762,197
762,414
762,651
762,973
762,1204
762,1277
762,1347
762,2366
762,2613
762,2616
762,3464
762,3775
762,4139
762,4691
762,4717
762,4773
762,5096
762,5814
762,6079
762,6635
762,6657
762,6681
762,6710
762,6766
762,7025
769,1801
769,4935
770,406
770,1952
770,2829
770,4081
776,1385
776,4255
776,4425
778,3055
780,395
780,1432
780,2989
780,3282
782,647
782,834
782,1007
782,5995
782,7011
785,20
785,24
785,935
785,1354
785,1746
785,2771
785,3537
785,4499
785,4596
785,4625
785,5032
785,5280
785,5697
785,5920
785,7069
787,3666
788,964
788,3001
788,3551
793,154
793,162
793,331
793,385
793,639
793,877
793,1153
793,1419
793,3109
793,3136
793,3860
793,4152
793,4253
793,4367
793,4722
793,5624
793,6471
793,6955
797,503
797,508
797,1824
797,2184
798,78
798,297
798,324
798,346
798,367
798,377
798,387
798,398
798,430
798,525
798,585
798,606
798,834
798,835
798,853
798,910
798,918
798,920
798,930
798,935
798,973
798,980
798,990
798,997
798,999
798,1007
798,1070
798,1110
798,1342
798,1358
798,1396
798,1510
798,1642
798,1658
798,1746
798,1870
798,1987
798,2025
798,2031
798,2246
798,2264
798,2303
798,2329
798,2372
798,2425
798,2426
798,2479
798,2642
798,2706
798,2742
798,2844
798,2848
798,2888
798,3141
798,3225
798,3243
798,3245
798,3291
798,3364
798,3516
798,3537
798,3565
798,3666
798,3737
798,3891
798,3909
798,3913
798,3932
798,4039
798,4096
798,4131
798,4342
798,4439
798,4636
798,4656
798,4691
798,4866
798,4869
798,4887
798,4979
798,4991
798,5033
798,5047
798,5200
798,5358
798,5379
798,5384
798,5608
798,5995
798,6106
798,6136
798,6150
798,6337
798,6374
798,6381
798,6425
798,6454
798,6581
798,6588
798,6635
798,6688
798,6766
798,6833
798,6835
798,6865
798,6971
798,7011
798,7025
798,7046
801,834
801,999
801,4991
801,6136
801,6536
801,7101
803,1119
803,1143
803,1703
803,2353
803,2407
803,2728
803,2832
803,4210
803,4290
803,4503
803,5592
803,6280
803,6282
803,6853
804,170
804,321
804,437
804,440
804,456
804,503
804,508
804,1124
804,2492
804,3136
805,2775
806,494
806,1354
806,1813
806,2297
807,997
807,3835
807,6150
810,4594
810,5224
810,5227
810,6765
810,6882
811,225
811,2520
814,5687
815,91
815,291
815,437
815,503
815,626
815,832
815,970
815,1080
815,1542
815,1995
815,2556
815,2941
815,3806
815,4162
815,4534
815,4694
815,4985
815,5253
815,6267
816,6793
816,7102
817,5335
818,414
818,525
818,918
818,920
818,1093
818,5811
818,6175
818,6964
818,6985
832,167
832,321
832,815
832,877
832,1118
832,1256
832,1803
832,1995
832,2184
832,2803
832,2911
832,3136
832,3460
832,3806
832,3931
832,4029
832,4162
832,4447
832,4545
832,4694
832,4722
832,5253
832,6280
833,138
833,5173
834,367
834,387
834,782
834,798
834,801
834,861
834,910
834,918
834,930
834,990
834,997
834,999
834,1007
834,1083
834,1358
834,1658
834,2025
834,2329
834,2425
834,2601
834,2888
834,2951
834,3245
834,3285
834,3291
834,3666
834,4119
834,4131
834,4636
834,4691
834,4979
834,5064
834,5384
834,5871
834,5995
834,6079
834,6106
834,6136
834,6150
834,6211
834,6337
834,6454
834,6635
834,6766
834,6835
834,7011
834,7046
835,798
835,999
835,2246
838,861
838,910
838,1907
