Gene,Coefficient_of_Variation
144,-260.974563172469
145,53.516463548965675
146,774.4875568076511
147,22.244722008781757
148,-79.65913303686236
149,-140.1958302264509
150,106.77589715750719
151,-451.9762868453655
152,527.2030467456409
153,39.46805479198224
154,45.03231196398335
155,-53.85019052721448
156,27.08212310113463
157,-23.514500493570033
158,28.24050252326723
159,-19.519708922961332
160,65.78786552225851
161,653.076659236594
162,42.01991691815849
163,86.35048614825264
164,-59.61391479403726
165,-101.19574576738624
166,69.1091233243218
167,41.01197858678822
168,30.68959378072541
169,30.442370519722157
170,22.243425191499398
171,-150.501969713552
172,4124.260341870257
173,278.5462251045849
174,462.5624779954008
175,76.15647429914902
176,609.3811799346026
177,-104.19042827116456
178,-133.18331407110492
179,65.16379285407758
180,24.169961533825298
181,1273.4176259568028
182,-53.74175671064961
183,-99.29427492634998
184,-80.1525843060816
185,-75.04000967876249
186,-43.28676379560623
187,-37.20294219944923
188,-17.573389734822896
189,-44.08918036178643
190,5.919534302894289
191,-38.12165228692439
192,-33.29881016861124
193,-40.626224701649846
194,61.863923255602195
195,13.295475902423822
196,163.14517971148746
197,-1104.4072610619558
198,-100.6645087050785
199,45.89683506425802
200,263.2896788994692
201,35.911595853756516
202,-232.1720410251975
203,249.20122270407822
204,-54.7591049726234
205,-388.54343191163497
206,-98.64119369753507
207,74.78126566744685
208,58.7005173954251
209,32.06482754031775
210,-220.80117996098699
211,-27.53755450346308
212,-52.585530461196115
213,-70.96772697414653
214,9.408290404874643
215,-19.074261299890445
216,55.691645402799296
217,11.650158147402955
218,-29.996219808488245
219,25.222184577001826
220,33.60869369436601
221,-19.528195271857204
222,502.8659144839499
223,-33.57467219024037
224,-72.15906671472364
225,6.53035525762237
226,-32.82667043259274
227,49.47410851804662
228,40.10720319241589
229,-58.57307768585789
230,-42.5864376268471
231,50.70396631104143
232,27.457339721442946
233,34.182603955495196
234,-581.2929987610626
235,-70.23452967899289
236,115.96820447045626
237,46.700955768879474
238,10.445457037266284
239,181.42373923965826
240,8.370969598581867
241,95.65799554765545
242,8.563742997459336
243,-40.7170188678892
244,-59.306045371376136
245,-144.88497105988938
246,-69.41566125879143
247,484.56089121473065
248,32.05008899738261
249,29.204054338358898
250,-133.53662144911831
251,34.63910856462033
252,64.6963379319112
253,-79.8462529691627
254,29.098621553761276
255,-57.544171294200744
256,132.22012960205646
257,-64.33268090701286
258,51.233629075644124
259,-87.53477359745666
260,10.992297509612309
261,23.422546622561306
262,-31.375653251921108
263,118.83394281751687
264,-55.06689740765505
265,-112.91099766663346
266,-91.09185227050452
267,-7.351099340644038
268,-30.109250034725854
269,-110.43027058658024
270,-38.03244606853958
271,-180.08849045272189
272,80.92875941984742
273,70.0402332074681
274,79.19503515161162
275,19.781086819419905
276,158.7485864234868
277,-114.39442681876014
278,-19.242782136278283
279,-45.679606891477746
280,-51.721555830983604
281,32.873810402560466
282,8.74514326121604
283,-1051.1393323545144
284,-62.395091375534136
285,-73.03124687516086
286,-396.48971754194287
287,46.70018820233416
288,26.328926177175344
289,-37.35777416274446
290,7.931275766755223
291,12.555318131649743
292,11.646694203039509
293,-38.5044569245016
294,19.50732970993849
295,88.5800456097457
296,50.56209190659461
297,45.328032966701834
298,40.28136436569541
299,31.917946440096774
300,826.7438301910122
301,-1416.1813944933765
302,188.0369589516915
303,-336.05469025890875
304,57.19216626574375
305,-91.1307844896823
306,159.86278379214224
307,5.956238000964556
308,74.94293593242467
309,-127.0040616361918
310,-13.827797755115625
311,31.006414548064036
312,-28.13615671832514
313,574.0477416979437
314,21.09576094441918
315,-45.98309492698023
316,-776.3757998455116
317,-42.87659122876487
318,-99.51770899640088
319,-44.31962837085781
320,74.2800648572103
321,10.423993867644247
322,12.589258990002012
323,13.739418155044413
324,47.86168425911399
325,59.366202389460135
326,21.64361589799705
327,41.683589071725905
328,328.85451738539973
329,285.23528916752673
330,12.869224230993018
331,39.93863490013769
332,25.747366892399903
333,134.59710995828374
334,630.6373560056577
335,46.878951280815265
336,532.4002123979037
337,42.45120280254274
338,10.634775468991625
339,25.389138387487932
340,272.99708253756876
341,142.77571856305892
342,31.66801230945977
343,-1745.5414325117913
344,-70.16977727835622
345,-52.6706084955775
346,14.546708632622806
347,413.0837612817384
348,-51.1841787712706
349,15.209257155922634
350,49.49631784187411
351,-168.12127717240784
352,10.273411824201553
353,184.25217490937942
354,201.98547365122278
355,-931.7035445265582
356,15.141951842077903
357,217.87412680851156
358,-484.4089426708736
359,-103.09731679484213
360,-119.43972016895495
361,24.56477126820426
362,35.93976037627043
363,6.6531915893372915
364,-67.37502172065344
365,52.8983319953977
366,-50.121618587692396
367,11.206191365674915
368,69.84842294537408
369,21.729239142400612
370,30.95258795246564
371,-41.127159698424144
372,-3024.895665722573
373,94.66191068644211
374,13.034880211809053
375,40.44518171378481
376,-340.128495077223
377,31.542126851276954
378,34.050902591466524
379,129.19766263061177
380,102.77544306242072
381,-36.099661333010566
382,-191.10199525478018
383,9.207297126871863
384,23.300133064238526
385,22.73408364564809
386,-32.77901014504826
387,39.59407477835963
388,-129.80205298501912
389,-651.7126306175578
390,-52.19370799314014
391,-23.67433037103637
392,755.3196560921745
393,-29.58936210394874
394,-37.394778412245635
395,52.82925112746645
396,-87.17390223392061
397,113.5224885620216
398,29.573548727983223
399,39.00366534865613
400,56.94012530127277
401,35.07836895410795
402,39.81593941227462
403,144.13445396076742
404,151.2202910268275
405,312.79391447720985
406,-751.1855963905991
407,-28.262939170149405
408,-33.929876786576585
409,-92.9049534159296
410,22.29248325257627
411,18.952714125542144
412,-50.07205897669418
413,-34.97182068072735
414,26.172656888494384
415,87.63616032283565
416,561.0571094587161
417,250.034439845244
418,-55.547526568851126
419,-3700.2822411616776
420,-33.50645655195502
421,-106.61540768221607
422,45.61717864864413
423,25.402098751121816
424,148.13520343491368
425,-117.04629796617434
426,17.633085568887843
427,222.18334914365684
428,367.62689821500805
429,-5430.6186072264045
430,8.578245587424783
431,174.1125708641394
432,-20.908459066814576
433,-205.97465074648028
434,-30707.222296776967
435,59.80949295590503
436,25.917019731106432
437,56.205727369025425
438,42.637211427318924
439,850.0427637087599
440,29.37241591213685
441,-542.9951671090428
442,41.5266976779427
443,-90.3411163081676
444,-137.97369716681845
445,-89.92013053190469
446,-1295.6264806798579
447,-47.56392704467624
448,344.09274620006124
449,14.288111158512928
450,33.45079055910886
451,-99.50707208431811
452,25.81714774859451
453,123.80083894327045
454,-48.79706063548869
455,-14.95527967909546
456,23.45990838136737
457,-23.13860774256347
458,-2665.393639013838
459,-276.7404377203592
460,-1175.4373615517711
461,-99.45034428902146
462,16.000236740026104
463,7.456735671218608
464,-20.630168824601164
465,-89.38985397698742
466,-49.14632006536946
467,-112.1290999131072
468,-158.0008981405409
469,54.951824517456075
470,-189.75014292619815
471,-58.083031384048844
472,-143.93879243382509
473,-89.8291567692943
474,71.22224891789088
475,-29.244994985319156
476,170.25049458915467
477,-475.43810537983984
478,-61.18176475881823
479,140.3114316056707
480,154.1832916513449
481,-235.75074576634978
482,17.29484408662314
483,62.691778985233135
484,308.57330834164765
485,690.4330301945482
486,539.8356574092528
487,-363.371686802252
488,73.37472217137758
489,98.67074267084875
490,-91.87086821768166
491,113.46431906344753
492,259.15571278435993
493,-47.29636702170618
494,4139.469026670418
495,88.61579127483992
496,70.72834747600596
497,109.10371092634217
498,145.3087898695393
499,48.59702370508613
500,-97.33998964359326
501,-50.58002345618284
502,80.68156110437214
503,26.677133028763144
504,-113.24896824065016
505,25.70496468069085
506,33.811717259756996
507,-185.26060762005116
508,23.078428495723653
509,-125.6893399088967
510,-11.527564500647612
511,193.29574220561952
512,165.93978234913436
513,-199.1145847691213
514,-123.05727852798654
515,-63.496047745073135
516,30.591761686205814
517,21.494593078819577
518,732.0849719078208
519,24.1936434570581
520,291.4791193062
521,31.225831983977365
522,127.56562438274099
523,-144.86605377588148
524,-28.430457642524047
525,19.0530723063204
526,80.64673768286407
527,104.77839328125818
528,50.03964538861212
529,-1103.4660480289056
530,31.49189393819133
531,7.682067803527406
532,67.42998007668038
533,23.112561966306792
534,41.85690977349668
535,17.23060765961376
536,182.9526651835732
537,81.58671923170424
538,48.33248967281206
539,568.2693099659291
540,9530.514308203065
541,63.46992433383035
542,11.495184770252944
543,15.830537124662044
544,57.79677784621027
545,-70.52227176425562
546,166.0804115810107
547,-9.194095929293908
548,-60.15538014320542
549,-1077.1123319255566
550,-37.93536203977538
551,56.10384410955432
552,26920.35965590698
553,56.05690707490319
554,16.097249910429987
555,7.548790819886143
556,-456.0202968933633
557,-41.22606791932261
558,64.84152509651578
559,-44.992697776423284
560,-64.95774268071642
561,-154.2722867636994
562,7.393340824457672
563,99.30087818368048
564,-61.85552139379402
565,441.9611915079617
566,262.1056833145093
567,14.025110043187484
568,-143.47785358448445
569,-15.905486873699411
570,21.9706921301975
571,-37.030720412700916
572,-317.2229430131972
573,-137.05256151166773
574,82.5126065188225
575,14.451568412016533
576,39.165632221563804
577,62.12363035905069
578,141.4877882103346
579,475.03911404223527
580,30.142785972345777
581,-83.01530269672752
582,-20.638149498923212
583,18.7302172425676
584,-338.2136700259349
585,11.532287467276129
586,-2133.145561660709
587,64.08091336337341
588,60.028090778435164
589,78.7645214499738
590,105.29719129420695
591,130.17116472851487
592,5455.250621227445
593,-249.4933232916121
594,-12.351872449620036
595,42.434894863212726
596,-94.5595788629123
597,78.26651953473741
598,70.15499949703764
599,-191.99375791741363
600,-38.750321912394384
601,-624.6647561826373
602,409.41273793912643
603,-302.67369071264835
604,64.62249452607342
605,43.43903689015593
606,24.73929966479586
607,113.32372920951421
608,-6.654455968954716
609,44.86106386837597
610,-300.5895040765525
611,27.15829219652366
612,172.19013589272205
613,-134.23462236270916
614,-172.8198865064168
615,-145.01239773992376
616,116.63985998328252
617,585.0507211756039
618,-68.76679730540482
619,92.92801954959786
620,-57.798031220924365
621,32.55475514110767
622,12.114823985839273
623,-4623.83778022648
624,-53.150806908612736
625,-91.69198822391334
626,210.6830763661308
627,586.7565624328448
628,131.9043195061537
629,-1557.733652405965
630,80.1823859463411
631,-329.2128602813714
632,-703.84578990126
633,-278.71814131991874
634,51.91916945912739
635,45.49155605008177
636,-120.5520017380044
637,-100.25746441313635
638,-84.52258704448589
639,22.420651270094346
640,-222.81460334910358
641,27.03020732717936
642,-211.46965027426353
643,-70.11255165458566
644,-51.60867596736395
645,72.92671398807633
646,-2309.6742818615057
647,31.264741897776332
648,22.7138876955295
649,69.76727173530087
650,-129.4877352523193
651,-48.47999763081951
652,-81.20766043287514
653,30.287987961987167
654,107.95783453888674
655,349.7573290977282
656,-108.8664044618148
657,-410.2140427349339
658,-65.84788079574577
659,-856.3801777345626
660,-747.1424540573186
661,-44.09963451862941
662,40.065299142492705
663,20.17453615762777
664,48.14445230910568
665,17.52914180231407
666,23.28754012405049
667,25.71860759352026
668,-34.730308662830225
669,-122.06260752280156
670,67.34691895032348
671,-216.8934580981733
672,50.04863782764603
673,176.14786715747107
674,-66.26806136645314
675,27.916636051246158
676,22.993163470765012
677,47.49199358013724
678,20.989017048308938
679,-39.330605622027335
680,-70.92593947140746
681,111.01021718093773
682,55.9929706210047
683,-17.26116543261497
684,-357.91945552142045
685,-26.613634086004247
686,-16.591331330784673
687,-20.66006791444667
688,52.855790842947634
689,52.68619338260111
690,397.12189809247775
691,48.696287990436524
692,-246.79422182964944
693,20145.07159018043
694,236.45896636159907
695,-136.08629622870362
696,281.20014679329205
697,69.33158601844997
698,308.10190671048707
699,-96.81093417003476
700,821.2623390809982
701,211.60357702680108
702,78.34414868573064
703,-23.232366557474975
704,-87.72070572970894
705,-308.15235835548197
706,88.83400142227671
707,61.96957338306199
708,1940.1179492614951
709,18.23969587554595
710,42.41490794991418
711,-92.82166717409721
712,40.24986390051424
713,-72.08338542205594
714,-266.3444222040018
715,63.71358598415282
716,158.1429793343939
717,132.27155822797698
718,-256.09699036541446
719,594.4462519664419
720,152.84780570260537
721,19.228273846420795
722,95.17421268373305
723,58.040407207173295
724,-8.389433205110434
725,53.795961720245785
726,-109.93055271867102
727,-30.447238280772186
728,-175.76728022606846
729,26.698482353611624
730,-87.14307471831717
731,28.797241156192303
732,-38.56585487678299
733,713.383395537167
734,224.9546457251673
735,78.29391616766922
736,65.93280546027836
737,-210.3620524051129
738,109.65795316436908
739,-256.0557004042393
740,40.51490635771589
741,-74.67360365042926
742,-127.81826822980906
743,53.49605839026861
744,-688.2870836939351
745,3.381118480770077
746,-237.59651856770444
747,294.7645167781327
748,147.4660120406913
749,307.59247319709914
750,16.41226921364975
751,-17.049264188726116
752,225.2185685307599
753,24.01640014812327
754,-31.34114635050342
755,-28.81667336014504
756,31.876581595765717
757,138.23919543085157
758,359.4555627213354
759,166.83445650242322
760,-22.01351523939517
761,-67.8429430497003
762,47.08928009231955
763,-20.7869023997412
764,-99.35615644049125
765,-750.566229500456
766,-124.2776260912257
767,33.58026783427245
768,-27.025898345127334
769,48.18791556302882
770,115.17842180084239
771,-13855.619406098878
772,-189.3558618638882
773,11.328902404790458
774,172.1530726108129
775,-170.92515032589196
776,-93.69325890629707
777,39.44964974309425
778,19.72885359398805
779,-62.17722156471465
780,13.663362958936249
781,-84.65329171966488
782,28.107076737161034
783,-58.82836391259343
784,-128.77402317090375
785,-40.6217609801672
786,-97.48751990938086
787,217.57507125088148
788,17.10223191262318
789,-17.908274920068052
790,60.855325660263816
791,-174.02368482407388
792,-194.197801554478
793,16.12360111169144
794,27.16929636267988
795,-64.58244653459711
796,-22.412207928254528
797,10.74908294287226
798,12.082327837396507
799,85.40262623251996
800,-22.547653793176803
801,32.210381593526655
802,-23.39990576037618
803,21.57383991605057
804,30.44268382374745
805,23.09211085653621
806,282.2887472864133
807,30.98666906794853
808,-569.979832624472
809,-42.08409562263643
810,-119.53430684462971
811,8.04117417657947
812,37.84176364990837
813,197.7297428830611
814,17.222619255013097
815,30.58929055317468
816,19.025833455899992
817,40.62178900247269
818,43.872402827673604
819,-913.1370057606008
820,19.641473847688395
821,-23.600304827061105
822,-13.522548182257449
823,54.05622347122531
824,-19.05770846991384
825,-12.405760741011504
826,-25.787662454715825
827,-11.660033792333389
828,-8.461093578858723
829,356.64587420770744
830,-27.389613473586387
831,74.13128991672436
832,149.6789180729178
833,9.89889171504929
834,15.332236987164215
835,59.51163609462788
836,-35.881896635385694
837,-110.88101287828043
838,24.169017674105955
839,19.423809434608163
840,-24.72857357878091
841,73.15191346822571
842,-43.00372322930784
843,-67.98572759898545
844,286.3449229507675
845,-54.81249479600857
846,44.598266005284806
847,49.10482702471967
848,-28.691256502286116
849,-55.560760235981334
850,61.61764428553687
851,-39.55010412256334
852,-170.58587001517782
853,12.45762317148868
854,-369.65210505411557
855,-83.37537007723427
856,-214.56023783058583
857,-58.631022279958
858,109.2089531364759
859,-15.954986108505388
860,-124.55296571409222
861,19.659712694569407
862,-37.30135004186664
863,-25.348172058907636
864,-19.11160087381501
865,-24.769535031802132
866,-16.374760251988864
867,441.48923465778756
868,-72.65136273440656
869,27.679496932649233
870,-24.801617039112354
871,-144.31188564670882
872,-26.278823993949647
873,26.340545651397584
874,-6763.639974989868
875,92.04440079738664
876,507.5211364342847
877,30.277465919638903
878,9.097175518467168
879,41.772021587220316
880,-142.8568657598122
881,1389.7618893866077
882,29.021427320608932
883,-13.961975231762057
884,1686.6355696377855
885,-15.813975800532742
886,7.344504360035155
887,-41.870577287577426
888,-33.43639530389697
889,-135.83363210891144
890,-53.17031861583725
891,-26.98115168974993
892,195.85876221809204
893,27.613160486691367
894,126.79598169645678
895,7.193258821679296
896,233.9655961302853
897,-873.0487422909925
898,-105.55358679820644
899,71.16270969312482
900,36.96161694681601
901,-68.90712715707791
902,518.4098031501807
903,-300.38219231239196
904,-9.351941884528749
905,6.440687266695469
906,-27.888482182565543
907,-23.240437147366592
908,377.50123246706096
909,-24.913383671772564
910,18.95190501922252
911,6.9538640659447495
912,-54.89161060971385
913,-9.070604062322646
914,-94.69775251133255
915,-301.88995687265253
916,-263.80326971582895
917,-116.96769612413233
918,40.17563542651047
919,-14.14128011554413
920,13.892833782677005
921,165.73192979733363
922,-88.28778406233128
923,-86.97240394267351
924,-89.89424144719901
925,4.918929710736612
926,-191.6011939872089
927,26.941559375970275
928,9322.747263795653
929,10.404674197661356
930,12.76861053631765
931,-77.44751111887813
932,39.70144801510311
933,26.121159307599527
934,336.7583701937918
935,69.88532914753445
936,-605.4282921405529
937,-30.357351295555805
938,93.04513852300346
939,-320.53392302543193
940,-24.675644153053497
941,4.867080814385024
942,-36.20462763550249
943,-125.43318181319026
944,-116.14780849566957
945,-73.76380840252949
946,-90.42312789527931
947,132.72264664957052
948,104.98527931366995
949,-25.43425918936831
950,-62.48521630053789
951,-16.272502104315688
952,125.40956307751341
953,-198.12373633078334
954,-48.345965775974584
955,-445.85767747796785
956,-72.98530188609246
957,-285.6111740615744
958,-8.081910049220358
959,25.809386925652078
960,52.36833160041684
961,-63.66516016339886
962,-22.507771236444167
963,65.49720840351395
964,25.379205188785942
965,-60.727759746311605
966,-46.83959069416615
967,-83.87320422573005
968,36.44763155922368
969,1410.0378414611516
970,23.631150534052527
971,64.76596605663639
972,107.2826214251905
973,23.26813952117974
974,-132.908931110778
975,-45.78133982813981
976,-28.85901384455033
977,-55.52661065795993
978,-487.0772380463893
979,-50.522077545165175
980,39.89959036798722
981,-522.5128670851293
982,368.24665190242354
983,-19.36940709368159
984,-88.34152803863739
985,1574.5087360326559
986,107.97108866940141
987,-28.791744230610146
988,-127.71836406807647
989,-49.89157733661443
990,18.12009439754406
991,-55.68559723921237
992,33.707691390466415
993,-25.43436770470488
994,-7.499992114443654
995,13.339233046699952
996,-69.44303794960116
997,19.073744944035898
998,-482.94506746120584
999,39.83579554890188
1000,-201.30960579096345
1001,-16.88235523559673
1002,-31.607035172024013
1003,-25.357231859645108
1004,-164.13104851426664
1005,-47.673475886986566
1006,-40.76425168444599
1007,31.558850757379343
1008,3.5382227919362244
1009,339.4427035495887
1010,30.734631891410615
1011,-117.19500884391923
1012,53.10382506185927
1013,-128.16421389779828
1014,626.9767668120509
1015,53.86035149558863
1016,-101.74330401338494
1017,-48.90411115262501
1018,-160.68193452879078
1019,-317.49267512167927
1020,188.1297524384477
1021,-46.86892742655233
1022,-18.37850863844022
1023,4.726479776799832
1024,71.75741096908318
1025,-404.06200611367467
1026,-45.84505900249849
1027,4.655243177927231
1028,-42.26256183012843
1029,-168.01048932471878
1030,-82.12577674525015
1031,3.362672321899776
1032,-16.17806475938482
1033,27.966119987059855
1034,402.8139927385123
1035,39.727865675145516
1036,-39.876649202029306
1037,-26.042650250118477
1038,-35.13579382437691
1039,47.33235081818492
1040,-3042.354307871536
1041,97.87879363005467
1042,-43.518465647715246
1043,29.387963159705794
1044,-33.34117385122903
1045,71.1311899590288
1046,27.520254359801438
1047,-158.39774186648575
1048,117.60191879560742
1049,116.20966611644263
1050,-15.033122140976982
1051,-35.0670031615365
1052,36.23546625423266
1053,24.44672079762354
1054,6483.04981561823
1055,-61.353499509331975
1056,-77.66863977202372
1057,-61.73062864802878
1058,-17.637769639319202
1059,922.1756170201976
1060,19.7175504750952
1061,13.910546577952804
1062,21.532763833643298
1063,29.79711971517787
1064,82.65969819923572
1065,305.9867881764322
1066,-34.74670009298941
1067,-140.88056607462312
1068,-590.8188604331841
1069,14.995118849255965
1070,51.478833698154126
1071,23.631370123501924
1072,-182.73054728556752
1073,5.552007040012707
1074,-32.20101313284826
1075,44.69897431457551
1076,17.885480318602568
1077,35.80638294404087
1078,-15.917155772060736
1079,-63.82708052499718
1080,-632.381374865172
1081,6.532300768852714
1082,80.6926205816172
1083,22.90657919111147
1084,46.03209333438407
1085,18.283178944549363
1086,176.11747867930865
1087,-68.01926622138824
1088,-596.3161852529431
1089,4.440908846477882
1090,-511.8947325347327
1091,104.85015860856662
1092,-1602.5849642376463
1093,25.260321959525182
1094,1713.2172536108108
1095,66.12995744675757
1096,-427.91288817024986
1097,-48.13205392726266
1098,267.32434371090915
1099,-43.7172383710986
1100,-79.75967500215037
1101,75.39944927849717
1102,-100.31387009253044
1103,223.5782355287157
1104,148.5673308586797
1105,-205.16614961619078
1106,-31.041989929217355
1107,153.29925516656567
1108,146.08338081451183
1109,15.165738373612697
1110,45.30125948584745
1111,-164.03015441024698
1112,67.29138052539544
1113,-135.95547531587732
1114,484.4989158263458
1115,52.49595935034144
1116,32.014187248669366
1117,72.57525912189652
1118,53.3837598051275
1119,93.33814243199446
1120,-43.63030532446821
1121,-379.536064790027
1122,-33.76263748738087
1123,-144.25917885105582
1124,30.29791258013207
1125,115.5230567537814
1126,16.296659040000115
1127,82.6390062249622
1128,-41.79628414224986
1129,52.13410341928364
1130,-39.670363296546334
1131,4.797016649900787
1132,54.878698745474985
1133,-29.119214368447015
1134,121.17569228070543
1135,-78.32551848138212
1136,-57.88338231784468
1137,-233.6771541487523
1138,-37.207132167475834
1139,-46.84096025326818
1140,-28.83656061191703
1141,-62.11495514627225
1142,-52.54670708544714
1143,91.52864573056843
1144,11.007709803768764
1145,384.8126493493787
1146,23.53951106144061
1147,-45.99480866410581
1148,-72.72753374447542
1149,-53.57582009221229
1150,-68.22163586921835
1151,80.41304682955774
1152,343.87672490268733
1153,41.84933062217703
1154,-617.5045558939605
1155,29.829351798526076
1156,101.19755068908607
1157,-49.37668492700819
1158,744.8103749749192
1159,-85.64792798801378
1160,-278.50522359983256
1161,-43.202857103678355
1162,-317.3144806615023
1163,-26.84604860942248
1164,-131.52486750453858
1165,19.279636338683463
1166,-96.70592633478046
1167,-48.171888171362134
1168,108.07358000088063
1169,-409.37456831508393
1170,29.67719744847513
1171,-188.69705335349053
1172,63.26582105474987
1173,28.009854590225398
1174,-213.1069810797141
1175,14.174720298178789
1176,260.9603175345444
1177,102.50609363849159
1178,-66.38392021991363
1179,57.95217796844987
1180,167.71377647778448
1181,-72.80734295282436
1182,-94.26499966803742
1183,-66.80702697204053
1184,-598.5796631237085
1185,-36.42592624811421
1186,-200.92795791380902
1187,17.389725048376672
1188,-55.24713779624615
1189,-106.98850586078659
1190,-52.970813000181735
1191,-162.980478177931
1192,-135.34754587885175
1193,-90.37543648384744
1194,-214.4310176594567
1195,-38.13881546241404
1196,19.867593587540842
1197,36.82121941966628
1198,-35.212618857436254
1199,416.1348466435844
1200,-78.17651696501267
1201,-157.5065537577074
1202,264.42210049438887
1203,-7.693649142107824
1204,103.92906310912922
1205,-27.171826561909697
1206,36.758586813234366
1207,-95.82003833375904
1208,323.16541498703197
1209,-23.534303107393495
1210,294.9055649000886
1211,-22.750446395048048
1212,-535.3511901098937
1213,-30.38296684934488
1214,-18.4326351018741
1215,66.88046654022669
1216,23.823960545657407
1217,-23.717494426078463
1218,-8.863366677578204
1219,-113.90165246544993
1220,-59.82124089989782
1221,13.339735282798843
1222,4.673025869429939
1223,-271.0478576698489
1224,-137.14358030359952
1225,-17.228602618420393
1226,51.960857341274156
1227,-175.40579778229596
1228,-46.60534363744744
1229,98.46232590729362
1230,-210.9514913035354
1231,-14.155422783878373
1232,-193.005739676349
1233,57.489140413984444
1234,-85.51813225559812
1235,-55.24470684560347
1236,-46.444841680709374
1237,-1286.3988215232196
1238,9.196196856837737
1239,-60.10744585574289
1240,51.8582889015153
1241,113.89016953893083
1242,-58.566424498603695
1243,-29.728822456521108
1244,1818.0554069325763
1245,64.07854929130482
1246,-64.14285381633668
1247,18.614317108924958
1248,36.276342032243676
1249,-50.08680358296922
1250,-49.195961113001935
1251,-115.64479752991916
1252,18.30393532838645
1253,1318.3492202587588
1254,-27.97628896574346
1255,280.17600657677434
1256,30.253533548387246
1257,17.647973025889993
1258,292.51895882818394
1259,-214.8654529116782
1260,-40.611361082277604
1261,-28.640220224685027
1262,-60.5794289334314
1263,-95.3092763587658
1264,-122.57408251452135
1265,7.62280883267366
1266,-376.61538765991
1267,263.2429961406893
1268,-59.28982057211722
1269,29.506380488757962
1270,-28.57607601981602
1271,-136.94474707226485
1272,-30.091304436327697
1273,-161.164719962062
1274,-148.04045089728612
1275,-33.45194675474921
1276,17.692384107340022
1277,-50.773649981357
1278,53.00655702316146
1279,-66.55428308040817
1280,-124.09657218480301
1281,27.399048492218576
1282,-94.88839515502833
1283,-83.27418157687596
1284,-216.11461914514595
1285,20.36114023449898
1286,-102.0503782270834
1287,17.830097959724515
1288,5.01594019398334
1289,-41.07204271661911
1290,71.68318669306694
1291,-42.79308340085177
1292,-5565.100942673865
1293,8.144924111949823
1294,-88.6346330838866
1295,15.282032566394662
1296,-70.93302350146233
1297,70.95487606498857
1298,-87.16935370675068
1299,176.06186754301362
1300,-700.7582612918577
1301,-257.2463399016171
