first_gene,second_gene
4152,162
4152,5253
4152,5408
4162,4127
4166,4462
4210,803
4228,6040
4248,1112
4248,3360
4278,6217
4278,6218
4290,3335
4290,5360
4290,6515
4317,2334
4317,4007
4327,6280
4341,4049
4341,6509
4367,3460
4367,4534
4372,759
4372,2287
4372,2829
4372,6184
4378,4016
4378,4041
4378,6167
4378,6322
4378,6787
4378,7048
4378,7068
4408,166
4408,2996
4408,4594
4408,5120
4408,5949
4408,5951
4408,5953
4408,6103
4408,6301
4408,6335
4408,6794
4408,6882
4408,7126
4425,1867
4437,5061
4462,4166
4467,4011
4471,6093
4499,906
4499,1195
4499,2774
4499,6702
4531,4127
4531,4722
4534,228
4534,1896
4534,2347
4534,2908
4534,3055
4534,3136
4534,4367
4534,5253
4534,5568
4545,3136
4545,3806
4594,2996
4594,4408
4594,5224
4594,5951
4594,6765
4594,6882
4636,4979
4636,5871
4636,6835
4651,18
4651,1221
4651,1765
4651,5057
4651,5996
4651,6730
4679,757
4679,2334
4679,2641
4679,5170
4679,5687
4679,6224
4691,6136
4691,6635
4691,6766
4691,6835
4722,1803
4722,3335
4722,4127
4722,4531
4722,4723
4723,2908
4723,4722
4737,3657
4763,5253
4846,4106
4846,6040
4866,5033
4979,930
4979,4636
4991,1358
5033,4866
5033,6337
5033,7011
5047,6337
5047,6784
5047,7004
5057,18
5057,1765
5057,4651
5057,5198
5057,5996
5057,6730
5061,4437
5095,2802
5120,4408
5134,2115
5170,2334
5170,2641
5170,3107
5170,4679
5170,5687
5170,6853
5198,5057
5198,5996
5224,4594
5224,5227
5224,5951
5224,6765
5224,6882
5227,5224
5228,5710
5241,2829
5248,5562
5253,228
5253,3039
5253,4152
5253,4534
5253,4763
5262,5667
5280,2773
5280,7069
5299,6039
5300,716
5300,5568
5300,6572
5319,6141
5331,2955
5360,4290
5363,6400
5375,5598
5389,6125
5408,4152
5448,6087
5448,6656
5449,6457
5464,1375
5477,5820
5481,6437
5486,3657
5500,1077
5500,5771
5500,6853
5536,1673
5542,4049
5562,5248
5568,228
5568,1080
5568,4534
5568,5300
5597,5598
5598,5375
5598,5597
5660,1345
5667,5262
5679,5680
5680,5679
5686,2051
5687,757
5687,1158
5687,2334
5687,3107
5687,4679
5687,5170
5687,6224
5710,5228
5734,1184
5771,5500
5820,5477
5845,6757
5871,4636
5922,46
5923,37
5931,6344
5933,7089
5939,4127
5949,4408
5949,5951
5949,5953
5949,6301
5949,6794
5949,7126
5951,166
5951,2996
5951,4408
5951,4594
5951,5224
5951,5949
5951,5953
5951,6335
5951,6794
5951,6882
5951,7126
5953,166
5953,2996
5953,4408
5953,5949
5953,5951
5953,6103
5975,759
5975,1156
5975,1952
5975,6223
5995,3666
5996,18
5996,1221
5996,4651
5996,5057
5996,5198
6039,5299
6040,4228
6040,4846
6087,5448
6087,6656
6093,4471
6103,4408
6103,5953
6125,5389
6136,4691
6136,7011
6141,5319
6167,4016
6167,4041
6167,4378
6167,6787
6167,7068
6184,4372
6184,6965
6195,6246
6199,2591
6199,6200
6200,2591
6200,3162
6200,6199
6200,6307
6206,6997
6211,834
6217,4278
6217,6218
6218,4278
6218,6217
6221,6248
6223,613
6223,1797
6223,5975
6224,757
6224,2334
6224,2641
6224,4679
6224,5687
6224,6972
6238,6969
6246,6195
6248,6221
6264,7003
6280,4327
6301,4408
6301,5949
6301,6794
6307,6200
6307,6308
6308,6307
6322,2804
6322,4016
6322,4041
6322,4378
6322,6787
6322,7048
6322,7068
6335,4408
6335,5951
6337,3666
6337,5033
6337,5047
6337,6454
6337,7011
6344,5931
6354,2591
6376,162
6376,227
6377,759
6400,5363
6437,5481
6454,4096
6454,6337
6457,5449
6509,1206
6509,4049
6509,4341
6509,6605
6515,2955
6515,3974
6515,4290
6572,1009
6572,2427
6572,5300
6572,6622
6573,7036
6595,194
6595,4000
6595,6597
6597,6595
6605,6509
6622,6572
6635,4691
6656,5448
6656,6087
6681,2613
6681,6710
6702,19
6702,906
6702,1195
6702,2770
6702,2774
6702,4064
6702,4499
6702,7077
6706,1022
6710,2613
6710,6681
6722,2565
6724,2013
6730,18
6730,4651
6730,5057
6757,5845
6757,6758
6758,6757
6765,4594
6765,5224
6765,6882
6766,4691
6784,1813
6784,2773
6784,5047
6784,7004
6784,7069
6784,7077
6786,7054
6786,7096
6787,4016
6787,4041
6787,4378
6787,6167
6787,6322
6787,7068
6788,7099
6793,7048
6794,4408
6794,5949
6794,5951
6794,6301
6794,7126
6795,6801
6795,6804
6801,6795
6801,6804
6804,6795
6804,6801
6835,997
6835,4636
6835,4691
6853,1077
6853,2334
6853,2641
6853,3721
6853,5170
6853,5500
6853,7117
6882,4408
6882,4594
6882,5224
6882,5951
6882,6765
6917,759
6917,2287
6955,162
6964,3666
6965,6184
6969,6238
6972,6224
6997,6206
7003,6264
7004,5047
7004,6784
7004,7069
7011,3666
7011,5033
7011,6136
7011,6337
7028,7099
7034,7035
7034,7100
7035,7034
7035,7100
7036,42
7036,6573
7048,4016
7048,4041
7048,4378
7048,6322
7048,6793
7048,7068
7048,7102
7050,3970
7054,6786
7054,7096
7068,4016
7068,4041
7068,4378
7068,6167
7068,6322
7068,6787
7068,7048
7069,906
7069,1737
7069,1746
7069,1813
7069,2773
7069,2774
7069,5280
7069,6784
7069,7004
7071,2090
7077,1813
7077,6702
7077,6784
7089,5933
7094,44
7096,6786
7096,7054
7099,6788
7099,7028
7100,3343
7100,7034
7100,7035
7102,7048
7117,6853
7126,166
7126,4408
7126,5949
7126,5951
7126,6794
