first_gene,second_gene
1080,1896
1080,3055
1080,3062
1080,3136
1080,3382
1080,3506
1080,4545
1080,5300
1080,5568
1083,834
1083,910
1083,2329
1083,4636
1091,1944
1091,4372
1092,406
1092,1156
1092,1952
1092,2136
1092,2829
1105,4049
1105,6509
1112,2247
1112,4248
1118,384
1118,4913
1124,440
1124,4462
1132,6917
1134,1380
1134,2908
1143,1629
1143,6280
1143,6853
1143,7117
1153,162
1153,331
1153,505
1153,1276
1153,1419
1153,6955
1156,406
1156,759
1156,1092
1156,1881
1156,1952
1156,2136
1156,2257
1156,2829
1156,4130
1156,5975
1156,6377
1158,1901
1158,2334
1158,3107
1158,4679
1158,5170
1158,5687
1170,4408
1170,5953
1184,5734
1195,906
1195,2774
1195,4499
1195,6702
1195,7069
1196,3335
1196,4290
1204,2613
1204,3775
1204,6681
1206,4049
1206,4341
1206,5129
1206,6509
1210,2613
1219,1457
1221,18
1221,1765
1221,2801
1221,4651
1221,5057
1221,5996
1237,5300
1244,228
1244,1620
1248,2591
1259,2140
1259,2287
1276,331
1276,1153
1276,2596
1278,570
1280,5224
1290,4376
1305,228
1305,1620
1305,6622
1318,3613
1342,5889
1345,5660
1354,1813
1354,3699
1354,7069
1358,798
1358,2329
1358,4636
1358,4691
1358,4991
1375,5464
1380,1134
1380,2183
1403,6658
1419,331
1419,1153
1429,3681
1447,228
1447,2347
1447,2625
1447,3506
1447,4471
1457,1219
1463,4408
1463,5949
1463,6301
1472,992
1472,1489
1472,4000
1472,6595
1472,6597
1489,992
1489,1472
1499,2892
1499,4762
1510,324
1540,42
1542,2941
1571,1620
1571,2908
1571,4534
1618,228
1618,584
1618,607
1618,2347
1620,170
1620,228
1620,437
1620,1244
1620,1305
1620,1571
1620,2347
1620,4086
1620,4534
1620,5599
1629,1143
1637,6264
1648,2955
1648,3335
1648,4290
1669,1009
1669,2942
1673,2591
1673,4372
1673,5536
1684,757
1684,6853
1689,5182
1693,4341
1709,166
1709,311
1709,2996
1709,4408
1709,6176
1720,4802
1724,234
1736,168
1737,906
1737,1813
1737,2770
1737,2774
1737,4064
1737,4499
1737,6702
1737,7069
1738,718
1738,4271
1738,6139
1744,1952
1744,4376
1746,5280
1746,6337
1746,6784
1746,7069
1765,18
1765,1221
1765,4651
1765,5057
1765,5996
1778,3251
1778,6214
1778,6217
1783,6372
1792,871
1797,613
1797,6223
1801,3343
1801,6057
1803,2720
1803,2802
1803,4127
1803,4162
1803,4722
1803,4723
1803,5095
1813,19
1813,24
1813,33
1813,906
1813,1354
1813,1737
1813,2770
1813,2771
1813,2773
1813,2774
1813,4064
1813,4625
1813,4655
1813,5047
1813,5209
1813,5280
1813,6702
1813,6714
1813,6784
1813,7004
1813,7069
1813,7077
1824,503
1824,508
1824,3181
1826,437
1826,440
1826,1080
1826,1896
1826,3055
1826,4763
1826,5703
1828,6040
1833,759
1833,1881
1833,2287
1833,3251
1862,2014
1867,4425
1868,3188
1881,759
1881,1156
1881,1833
1881,1952
1881,2120
1881,2287
1881,3251
1881,6377
1892,975
1892,4054
1892,4155
1892,6695
1896,228
1896,437
1896,877
1896,1080
1896,1826
1896,2347
1896,3055
1896,3136
1896,4534
1896,5253
1901,1158
1901,2334
1901,5170
1901,5687
1901,6224
1905,607
1905,2183
1905,3136
1905,3354
1905,5248
1933,5168
1935,5280
1944,1091
1952,406
1952,759
1952,873
1952,1092
1952,1156
1952,1744
1952,1881
1952,2829
1952,4372
1952,5975
1952,6375
1952,6377
1952,6804
1955,6022
1995,4694
2001,162
2001,227
2001,639
2001,6376
2009,757
2009,3561
2009,4679
2009,5687
2013,757
2013,2334
2013,2496
2013,6724
2014,1862
2025,798
2034,154
2034,3860
2051,5686
2060,6235
2077,166
2077,2996
2077,4408
2083,2908
2083,4471
2090,7071
2115,2322
2115,5134
2120,759
2120,1881
2120,4893
2130,5624
2136,406
2136,759
2136,1092
2136,1156
2136,2257
2136,2829
2140,1259
2140,2287
2140,4376
2140,5832
2146,3835
2155,1063
2165,992
2165,2955
2165,4000
2165,6515
2165,6595
2183,1380
2183,1905
2185,5051
2185,6200
2195,4581
2195,5300
2214,3107
2214,5299
2214,5687
2247,1112
2255,194
2255,3415
2255,3768
2255,4290
2256,2257
2257,406
2257,613
2257,1156
2257,2136
2257,2256
2257,6223
2287,234
2287,759
2287,1259
2287,1833
2287,1881
2287,2140
2287,3251
2287,4106
2287,4228
2287,4372
2287,4376
2287,4846
2287,6040
2287,6377
2287,6917
2290,42
2290,45
2290,214
2304,7073
2322,2115
2322,5134
2322,5241
2329,377
2329,910
2329,1083
2329,1358
2329,2848
2329,3657
2329,3666
2329,4636
2329,5995
2329,7011
2334,757
2334,1077
2334,1158
2334,1901
2334,2013
2334,2496
2334,2641
2334,3903
2334,4007
2334,4317
2334,4679
2334,5170
2334,5299
2334,5687
2334,6224
2334,6853
2344,5224
2344,6765
2344,6882
2347,170
2347,228
2347,877
2347,1447
2347,1618
2347,1620
2347,1896
2347,2625
2347,2908
2347,3055
2347,3136
2347,3506
2347,3560
2347,4534
2347,4974
2347,5253
2347,5568
2347,5599
2347,6853
2353,803
2360,6724
2362,4106
2362,4195
2363,42
2366,2613
2385,4086
2391,3086
2391,7126
2401,759
2421,4643
2427,607
2427,1077
2427,5300
2427,5599
2427,6572
2440,3721
2440,4290
2474,2955
2474,3335
2474,4127
2474,4290
2474,6515
2492,804
2496,2013
2496,2334
2496,6572
2505,997
2556,4545
2565,6722
2584,166
2584,2996
2584,4088
2584,4408
2584,4594
2584,5224
2584,5949
2584,5951
2584,6103
2584,6335
2584,6794
2584,7126
2591,1248
2591,1673
2591,3004
2591,3162
2591,6199
2591,6200
2591,6354
2596,1276
2596,2728
2603,4361
2613,414
2613,762
2613,1204
2613,1210
2613,2366
2613,3775
2613,5814
2613,6657
2613,6681
2613,6710
2625,1447
2625,2347
2625,3560
2632,3942
2641,757
2641,1077
2641,2334
2641,4679
2641,5170
2641,5500
2641,5687
2641,6224
2641,6853
2652,3711
2668,3506
2679,4127
2679,6595
2706,997
2720,1803
2720,2802
2720,3078
2720,4127
2720,4162
2728,2596
2728,4290
2751,5033
2770,906
2770,1737
2770,1813
2770,2774
2770,4064
2770,5534
2770,6702
2770,7069
2771,1813
2773,1813
2773,2774
2773,3034
2773,4147
2773,5280
2773,6784
2773,7004
2773,7069
2774,19
2774,32
2774,33
2774,906
2774,1195
2774,1737
2774,1813
2774,2770
2774,2773
2774,4064
2774,4147
2774,4499
2774,4596
2774,5047
2774,5171
2774,5280
2774,6702
2774,6714
2774,6784
2774,7069
2775,7004
2775,7069
2782,5660
2801,1221
2801,5996
2802,1803
2802,2720
2802,4184
2802,5095
2803,503
2803,3370
2803,4545
2804,4041
2804,6322
2829,406
2829,759
2829,1092
2829,1156
2829,1952
2829,2136
2829,4372
2829,5241
2829,5975
2829,6377
2830,508
2832,4290
2848,990
2848,2329
2848,3141
2848,4887
2864,6865
2892,1499
2908,228
2908,1134
2908,1571
2908,2083
2908,2347
2908,3354
2908,3506
2908,4471
2908,4531
2908,4534
2908,4723
2908,5568
2908,5641
2941,1542
2942,1669
2946,992
2946,4531
2946,7073
2951,6337
2955,1648
2955,2165
2955,2474
2955,3335
2955,3354
2955,3358
2955,3867
2955,4000
2955,4290
2955,4531
2955,5331
2955,5983
2955,6515
2955,6595
2955,6597
2996,166
2996,1709
2996,2077
2996,2584
2996,4408
2996,4594
2996,5120
2996,5224
2996,5951
2996,5953
2996,6103
2996,6882
2996,7126
3001,788
3001,964
3004,2591
3004,6354
3034,2773
3034,7069
3038,3551
3039,4534
3039,5253
3039,5703
3055,170
3055,228
3055,437
3055,877
3055,1080
3055,1826
3055,1896
3055,2347
3055,3136
3055,3382
3055,4176
3055,4367
3055,4534
3055,4974
3055,5300
3055,5568
3062,305
3062,1080
3062,5568
3078,2720
3086,2391
3107,1158
3107,2214
3107,4679
3107,5170
3107,5687
3118,5300
3118,5599
3118,6572
3136,228
3136,437
3136,503
3136,537
3136,877
3136,1080
3136,1896
3136,1905
3136,2347
3136,3055
3136,3370
3136,3506
3136,3860
3136,4534
3136,4545
3136,5253
3141,853
3141,2848
3141,3516
3141,4439
3141,4691
3141,6766
3162,921
3162,2591
3162,6200
3181,1824
3188,875
3188,1868
3235,6669
3243,990
3243,6635
3251,234
3251,759
3251,1778
3251,1833
3251,1881
3251,2287
3251,4081
3282,3942
3315,964
3327,6759
3333,5500
3335,1196
3335,1648
3335,2474
3335,2955
3335,3974
3335,4290
3335,4531
3335,4722
3335,5983
3335,6515
3335,6597
3343,1801
3343,6236
3343,7034
3343,7035
3343,7100
3354,199
3354,1905
3354,2908
3354,2955
3354,3506
3354,3783
3354,3887
3354,6515
3358,2955
3360,4248
3364,367
3364,6766
3370,2803
3370,3136
3370,6280
3382,1080
3382,3055
3382,5677
3415,2255
3415,4029
3460,4367
3464,6681
3475,6536
3492,3949
3506,1080
3506,1447
3506,2347
3506,2668
3506,2908
3506,3136
3506,3354
3506,3560
3506,3610
3506,4471
3506,5568
3516,3141
3516,4636
3516,4691
3516,6766
3520,1027
3520,7073
3537,3666
3537,3699
3537,5033
3537,5047
3537,5608
3537,6150
3537,6337
3537,7011
3541,4132
3551,3038
3560,532
3560,2347
3560,2625
3560,3506
3561,2009
3564,6463
3596,3835
3610,3506
3613,1318
3657,2329
3657,4737
3657,4738
3657,5486
3657,5606
3659,696
3659,5300
3666,798
3666,910
3666,990
3666,997
3666,2329
3666,3537
3666,3743
3666,3909
3666,4096
3666,4636
3666,4691
3666,4887
3666,5033
3666,5200
3666,5995
3666,6337
3666,6833
3666,6835
3666,6964
3666,6971
3666,7011
3681,1429
3683,5677
3687,5599
3687,6853
3699,1354
3699,3537
3699,5047
3711,405
3711,2652
3721,2440
3721,5500
3721,5771
3721,6160
3721,6853
3743,3666
3756,558
3768,2255
3768,6515
3775,414
3775,762
3775,926
3775,1204
3775,2613
3775,6710
3777,607
3777,5327
3777,6346
3777,6853
3783,3354
3806,4545
3835,2146
3835,3596
3857,6109
3860,154
3860,331
3860,485
3860,1018
3860,2034
3860,3136
3860,5663
3867,2955
3887,3354
3903,2334
3909,3666
3909,5871
3909,6374
3909,6835
3942,2632
3942,3282
3949,3492
3970,42
3970,342
3970,6573
3970,7050
3974,3335
3974,4290
3974,6515
4000,1472
4000,2165
4000,2955
4000,6595
4007,2334
4007,4317
4007,5170
4011,4467
4016,4041
4016,4378
4016,6006
4016,6167
4016,6322
4016,6787
4016,6793
4016,6918
4016,7048
4016,7068
4016,7102
4023,48
4029,3415
4041,2804
4041,4016
4041,4378
4041,6006
4041,6167
4041,6322
4041,6787
4041,6918
4041,7048
4041,7068
4049,975
4049,1105
4049,1206
4049,4054
4049,4341
4049,5542
4049,6509
4049,6574
4049,6605
4054,975
4054,1892
4054,4049
4054,4341
4054,6227
4054,6509
4054,6695
4058,166
4058,4594
4058,5224
4064,19
4064,33
4064,906
4064,1737
4064,1813
4064,2770
4064,2774
4064,6702
4064,7069
4064,7077
4081,3251
4086,170
4086,1620
4086,2385
4088,2584
4088,6794
4096,798
4096,990
4096,3666
4096,4656
4096,5033
4096,6454
4096,6971
4097,6206
4106,234
4106,2287
4106,2362
4106,4228
4106,4846
4115,6178
4127,194
4127,672
4127,992
4127,1803
4127,2474
4127,2679
4127,2720
4127,4162
4127,4184
4127,4531
4127,4722
4127,4723
4127,4978
4127,5939
4127,6232
4127,6595
4130,466
4130,1156
4131,4691
4131,5200
4131,6635
4132,3541
4147,2773
4147,2774
4147,5047
4147,7069
4148,5807
4152,162
4152,274
4152,537
4152,4272
4152,4544
4152,5253
4152,5408
4152,5624
4155,1892
4162,1803
4162,2720
4162,4127
4162,4170
4166,4327
4166,4462
4168,625
4170,4162
4176,3055
4176,4500
4176,4974
4176,5300
4176,6572
4184,2802
4184,4127
4195,2362
4210,803
4228,234
4228,2287
4228,4106
4228,4372
4228,4846
4228,5832
4228,6040
4229,228
4248,1112
4248,3360
4252,4309
4255,4425
4255,5140
4271,1738
4271,6139
4272,4152
4272,5408
4278,6217
4278,6218
4290,194
4290,1196
4290,1648
4290,2255
4290,2440
4290,2474
4290,2728
4290,2832
4290,2955
4290,3335
4290,3974
4290,4722
4290,5086
4290,5331
4290,5360
4290,6515
4290,6595
4309,4252
4317,757
4317,2334
4317,4007
4317,4679
4317,6918
4327,4166
4327,4534
4327,6280
4327,6853
4329,64
4329,162
4329,971
4329,5253
4341,1206
4341,1693
4341,4049
4341,4054
4341,5542
4341,6509
4341,6605
4361,2603
4365,4846
4367,503
4367,3055
4367,3460
4367,4534
4372,759
4372,1091
4372,1673
4372,1952
4372,2287
4372,2829
4372,4228
4372,6040
4372,6184
4372,6377
4372,6917
4372,6965
4376,1290
4376,1744
4376,2140
4376,2287
4378,702
4378,4016
4378,4041
4378,4585
4378,6167
4378,6322
4378,6787
4378,7048
4378,7068
4378,7102
4388,5300
4408,166
4408,311
4408,1170
4408,1463
4408,1709
4408,2077
4408,2584
4408,2996
4408,4594
4408,5120
4408,5224
4408,5899
4408,5949
4408,5951
4408,5953
4408,6103
4408,6176
4408,6301
4408,6335
4408,6794
4408,6882
4408,7126
4425,1867
4425,4255
4437,5061
4437,6346
4437,6853
4437,6918
4439,3141
4439,4636
4439,4691
4439,4887
4439,4979
4439,6766
4439,6835
4460,5283
4462,1077
4462,1124
4462,4166
4467,4011
4471,228
4471,1447
4471,2083
4471,2908
4471,3506
4471,4534
4471,5568
4471,6093
4471,6572
4499,906
4499,1195
4499,1737
4499,2774
4499,6702
4499,7069
4500,4176
4502,4723
4510,5638
4511,440
4513,42
4513,45
4531,992
4531,2908
4531,2946
4531,2955
4531,3335
4531,4127
4531,4722
4531,4723
4534,170
4534,199
4534,228
4534,437
4534,503
4534,877
4534,1571
4534,1620
4534,1896
4534,2347
4534,2908
4534,3039
4534,3055
4534,3136
4534,4327
4534,4367
4534,4471
4534,4545
4534,5253
4534,5568
4534,5641
4537,6376
4544,162
4544,274
4544,4152
4545,877
4545,1080
4545,2556
4545,2803
4545,3136
4545,3806
4545,4534
4545,4722
4581,228
4581,2195
4585,702
4585,4378
4594,166
4594,2584
4594,2996
4594,4058
4594,4408
4594,5224
4594,5949
4594,5951
4594,5953
4594,6335
4594,6765
4594,6882
4594,7126
4596,2774
4596,5280
4596,6714
4625,1813
4625,6784
4636,997
4636,1083
4636,1358
4636,2329
4636,3516
4636,3666
4636,4439
4636,4691
4636,4979
4636,5009
4636,5871
4636,5995
4636,6136
4636,6688
4636,6833
4636,6835
4643,2421
4651,18
4651,1221
4651,1765
4651,5057
4651,5198
4651,5996
4651,6730
4651,6857
4655,1813
4655,6784
4655,7004
4655,7069
4656,4096
4679,757
4679,1077
4679,1158
4679,2009
4679,2334
4679,2641
4679,3107
4679,4317
4679,5170
4679,5687
4679,6224
4679,6496
4679,6853
4679,6972
4691,762
4691,834
4691,1358
4691,3141
4691,3516
4691,3666
4691,4131
4691,4439
4691,4636
4691,5384
4691,6136
4691,6211
4691,6635
4691,6766
4691,6835
4691,6985
4694,1995
4722,992
4722,1803
4722,3335
4722,4127
4722,4290
4722,4531
4722,4545
4722,4723
4722,6515
4723,1803
4723,2908
4723,4127
4723,4502
4723,4531
4723,4722
4737,3657
4738,3657
4749,6509
4762,1499
4763,1826
4763,5253
4763,5703
4802,1720
4830,351
4846,2287
4846,4106
4846,4228
4846,4365
4846,6040
4866,798
4866,5033
4866,6833
4869,798
4869,997
4869,6833
4887,2848
4887,3666
4887,4439
4887,6337
4887,6635
4887,7046
4893,2120
4913,1118
4972,6853
4974,531
4974,2347
4974,3055
4974,4176
4974,5568
4978,4127
4979,930
4979,997
4979,4439
4979,4636
4979,6136
4979,6835
4991,1358
4991,6136
4991,7011
5009,4636
5033,2751
5033,3537
5033,3666
5033,4096
5033,4866
5033,5058
5033,6337
5033,6425
5033,6454
5033,7011
5047,1813
5047,2774
5047,3537
5047,3699
5047,4147
5047,6150
5047,6337
5047,6784
5047,7004
5047,7011
5047,7069
5051,2185
5051,6199
5057,18
5057,1221
5057,1765
5057,4651
5057,5198
5057,5996
5057,6730
5058,5033
5061,4437
5086,4290
5094,438
5095,1803
5095,2802
5096,6766
5118,5694
5120,166
5120,2996
5120,4408
5120,5949
5120,5951
5120,5953
5120,6794
5120,7126
5129,1206
5134,2115
5134,2322
5140,4255
5167,542
5168,1933
5170,1158
5170,1901
5170,2334
5170,2641
5170,3107
5170,4007
5170,4679
5170,5687
5170,6224
5170,6496
5170,6853
5171,2774
5171,6702
5182,1689
5198,18
5198,4651
5198,5057
5198,5996
5200,3666
5200,4131
5200,5608
5200,6337
5209,997
5209,1813
5209,6784
5209,7069
5214,6193
5224,810
5224,1280
5224,2344
5224,2584
5224,2996
5224,4058
5224,4408
5224,4594
5224,5227
5224,5951
5224,6765
5224,6882
5227,5224
5228,5710
5230,5360
5241,466
5241,2322
5241,2829
5248,1905
5248,5562
5253,91
5253,162
5253,228
5253,537
5253,815
5253,1896
5253,2347
5253,3039
5253,3136
5253,4152
5253,4329
5253,4534
5253,4763
5253,5273
5253,5408
5253,5624
5262,64
5262,91
5262,5667
5273,5253
5280,1746
5280,1813
5280,1935
5280,2773
5280,2774
5280,4596
5280,6784
5280,7004
5280,7069
5283,4460
5289,5847
5299,2214
5299,2334
5299,5388
5299,6039
5299,6572
5300,228
5300,607
5300,716
5300,752
5300,1080
5300,1237
5300,2195
5300,2427
5300,3055
5300,3118
5300,3659
5300,4176
5300,4388
5300,5327
5300,5568
5300,5599
5300,6572
5319,6141
5327,607
5327,3777
5327,5300
5327,6572
5330,7102
5331,2955
5331,4290
5331,6595
5336,6337
5360,4290
5360,5230
5363,6400
5375,5598
5384,4691
5388,5299
5388,6496
5389,6125
5408,4152
5408,4272
5408,5253
5408,6376
5443,6221
5448,6087
5448,6656
5449,6457
5462,6917
5464,1375
5477,5820
5481,6437
5486,3657
5487,395
5500,228
5500,757
5500,1077
5500,2641
5500,3333
5500,3721
5500,5687
5500,5771
5500,6224
5500,6572
5500,6853
5534,2770
5536,1673
5542,4049
5542,4341
5562,5248
5565,367
5565,6261
5565,6560
5568,228
5568,716
5568,1080
5568,2347
5568,2908
5568,3055
5568,3062
5568,3506
5568,4471
5568,4534
5568,4974
5568,5300
5597,5598
5598,5375
5598,5597
5599,148
5599,228
5599,1620
5599,2347
5599,2427
5599,3118
5599,3687
5599,5300
5599,6572
5606,3657
5608,3537
5608,5200
5608,6337
5608,7011
5624,505
5624,2130
5624,4152
5624,5253
5638,4510
5641,2908
5641,4534
5660,1345
5660,2782
5663,3860
5667,5262
5677,3382
5677,3683
5679,5680
5680,5679
5686,2051
5687,757
5687,1158
5687,1901
5687,2009
5687,2214
5687,2334
5687,2641
5687,3107
5687,4679
5687,5170
5687,5500
5687,6224
5687,6853
5694,5118
5697,5898
5697,6337
5697,7004
5703,1826
5703,3039
5703,4763
5710,5228
5734,1184
5742,7121
5771,3721
5771,5500
5771,6853
5807,4148
5814,2613
5820,570
5820,5477
5822,6160
5832,759
5832,2140
5832,4228
5845,6664
5845,6757
5847,5289
5871,997
5871,3909
5871,4636
5871,6374
5871,6835
5889,1342
5898,5697
5898,7069
5899,4408
5899,5949
5922,46
5923,37
5931,6344
5933,5934
5933,7089
5934,5933
5937,6955
5939,4127
5941,342
5949,166
5949,1463
5949,2584
5949,4408
5949,4594
5949,5120
5949,5899
5949,5951
5949,5953
5949,6103
5949,6301
5949,6335
5949,6794
5949,7126
5951,166
5951,2584
5951,2996
5951,4408
5951,4594
5951,5120
5951,5224
5951,5949
5951,5953
5951,6103
5951,6335
5951,6765
5951,6794
5951,6882
5951,7126
5953,48
5953,166
5953,1170
5953,2996
5953,4408
5953,4594
5953,5120
5953,5949
5953,5951
5953,6103
5953,6794
5953,7126
5975,406
5975,629
5975,759
5975,1156
5975,1952
5975,2829
5975,6223
5975,6801
5975,6804
5983,2955
5983,3335
5985,5986
5986,5985
5995,910
5995,2329
5995,3666
5995,4636
5995,6337
5995,6835
5995,7011
5996,18
5996,1221
5996,1765
5996,2801
5996,4651
5996,5057
5996,5198
5996,6730
5996,6857
6006,4016
6006,4041
6006,6322
6022,1955
6039,5299
6040,1828
6040,2287
6040,4228
6040,4372
6040,4846
6057,42
6057,1801
6076,6839
6079,6710
6087,5448
6087,6656
6093,4471
6103,166
6103,2584
6103,2996
6103,4408
6103,5949
6103,5951
6103,5953
6103,6301
6103,7126
6106,6766
6109,3857
6125,5389
6136,997
6136,4636
6136,4691
6136,4979
6136,4991
6136,6581
6136,6766
6136,7011
6139,1738
6139,4271
6141,5319
6150,3537
6150,5047
6150,6337
6150,7011
6160,3721
6160,5822
6167,4016
6167,4041
6167,4378
6167,6322
6167,6787
6167,7068
6176,1709
6176,4408
6178,4115
6181,6182
6182,6181
6184,4372
6184,6965
6193,5214
6195,6246
6199,2591
6199,5051
6199,6200
6199,6307
6200,2185
6200,2591
6200,3162
6200,6199
6200,6307
6206,4097
6206,6997
6211,834
6211,4691
6214,1778
6217,1778
6217,4278
6217,6218
6218,4278
6218,6217
6221,5443
6221,6248
6223,613
6223,1797
6223,2257
6223,5975
6223,6804
6224,757
6224,1901
6224,2334
6224,2641
6224,4679
6224,5170
6224,5500
6224,5687
6224,6972
6227,4054
6227,6574
6232,4127
6235,2060
6236,3343
6238,6969
6246,6195
6248,6221
6261,5565
6264,1637
6264,7003
6270,6276
6276,6270
6280,877
6280,1143
6280,3370
6280,4327
6280,6853
6301,1463
6301,4408
6301,5949
6301,6103
6301,6794
6301,7126
6307,6199
6307,6200
6307,6308
6308,6307
6322,2804
6322,4016
6322,4041
6322,4378
6322,6006
6322,6167
6322,6787
6322,7048
6322,7068
6330,7004
6335,2584
6335,4408
6335,4594
6335,5949
6335,5951
6337,798
6337,1746
6337,2951
6337,3537
6337,3666
6337,4887
6337,5033
6337,5047
6337,5200
6337,5336
6337,5608
6337,5697
6337,5995
6337,6150
6337,6454
6337,6688
6337,6784
6337,6971
6337,7004
6337,7011
6337,7124
6344,5931
6346,228
6346,3777
6346,4437
6354,2591
6354,3004
6361,395
6372,1783
6374,3909
6374,5871
6374,6835
6375,234
6375,873
6375,1952
6376,162
6376,227
6376,2001
6376,4537
6376,5408
6377,759
6377,921
6377,1156
6377,1881
6377,1952
6377,2287
6377,2829
6377,4372
6400,5363
6425,990
6425,5033
6437,5481
6454,4096
6454,5033
6454,6337
6454,7011
6457,5449
6461,6983
6463,3564
6476,6622
6496,4679
6496,5170
6496,5388
6509,1105
6509,1206
6509,4049
6509,4054
6509,4341
6509,4749
6509,6605
6515,402
6515,2165
6515,2474
6515,2955
6515,3335
6515,3354
6515,3768
6515,3974
6515,4290
6515,4722
6515,6595
6515,6597
6524,6664
6536,3475
6560,367
6560,5565
6572,1009
6572,1077
6572,2427
6572,2496
6572,3118
6572,4176
6572,4471
6572,5299
6572,5300
6572,5327
6572,5500
6572,5599
6572,6622
6572,6853
6573,42
6573,3970
6573,7036
6574,4049
6574,6227
6581,997
6581,6136
6581,6759
6584,997
6595,194
6595,992
6595,1472
6595,2165
6595,2679
6595,2955
6595,4000
6595,4127
6595,4290
6595,5331
6595,6515
6595,6597
6597,1472
6597,2955
6597,3335
6597,6515
6597,6595
6597,6984
6605,4049
6605,4341
6605,6509
6610,6964
6622,584
6622,1305
6622,6476
6622,6572
6635,606
6635,798
6635,973
6635,3243
6635,4131
6635,4691
6635,4887
6635,6766
6656,5448
6656,6087
6657,2613
6657,6681
6658,871
6658,1403
6664,5845
6664,6524
6664,6757
6668,570
6669,3235
6681,762
